STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
UpperCruster_FleeBattle_1,AAAAAAAAA!!!!,,¡¡¡AAAAAAAAAH!!!,啊啊啊啊啊！！！！,AAAAAAAAA!!!!,AAAAAAAAA!!!!,AAAAAAAAA !!!!,А-а-а-а-а!!!,아~~~~!
UpperCruster_FleeBattle_2,No fisticuffs for me!,,¡Nada de peleas para mí!,人家不要打架！,Keine Handgreiflichkeiten für mich!,Sem socos para mim!,Pas de rixe pour moi !,Я не люблю кулаками махать!,주먹질은 그만!
UpperCruster_FleeBattle_3,How uncouth!,,¡Qué grosero!,真野蛮！,Wie ungehobelt!,Que rude!,Que de grossièretés !,Какая невоспитанность!,매너 없군요!
UpperCruster_FleeBattle_4,Stay back!,,¡Quédate atrás!,后退！,Bleib zurück!,Para trás!,Reculez !,Не подходи!,물러서요!
UpperCruster_FleeBattle_5,I'm alerting the authorities!,,¡Voy a alertar a las autoridades!,我要报警了！,Ich alarmiere die Behörden!,Vou alertar as autoridades!,J'appelle les gens d'arme !,Я сообщу властям!,관계자들에게 경고합니다!
UpperCruster_FleeDanger_1,AAAAAAAAA!!!!,,¡¡¡AAAAAAAAAH!!!,啊啊啊啊啊！！！！,AAAAAAAAA!!!!,AAAAAAAAA!!!!,AAAAAAAAA !!!!,А-а-а-а-а!!!,아아아아아아아!!!!
UpperCruster_FleeDanger_2,Yikes-ey doo!,,¡Caramba!,哎呀呀~~~,"Huch, auf und davon!",Caramba!,Ouuuuh là !,Ау-яуч!,아 으으으!
UpperCruster_FleeDanger_3,Yeeee-gads!,,¡Dios mío!,我闪~~闪不了！,Und los!,Meu Deus!,Ouuuuuh pinaise !,Вали-и-им!,예에에에-맙소사!
UpperCruster_FleeDanger_4,Nope nope nope!,,¡NOP NOP NOP!,不不，别要啊！,"Nee, nee, nee!",Nâ na ni na não!,Nope nope nope !,Не-не-не-не-не!,아니 아니 아니!
UpperCruster_FleeDanger_5,Waaaaaa!!,,¡¡Guaaaaaa!!,哇哇哇！,Waaaaaa!!,Waaaaaa!!,Waaaaaa !!,Ва-а-а-а-а!,와아아아아!!
Mafia_Interact_1,"Respect is earned, not eaten.. I think that's the quote.",,"El respeto se gana, no se come. Creo que es así la frase.",我记得有句名言说：荣誉是挣来的，不是吃来的……,"Respekt wird verdient, nicht verzehrt... Ich glaube, so geht das Zitat.","Respeito é ganho, não comid... Acho essa é a citação.","Le respect est gagné, pas mangé.. je crois que c'est ça, la phrase.","Уважение можно заработать, но нельзя съесть... Кажется, это цитата.",존경은 받는 것이지 먹는 것이 아니죠... 명언이라고 생각해요.
Mafia_Interact_2,We run this city!...  Please don't tell the mayor I said that.,,¡Somos los dueños de esta ciudad!... Por favor no le digas al alcalde que dije eso.,这城市我们说了算！……摆脱不要跟市长说这是我说的。,"Wir haben das Sagen in dieser Stadt!... Bitte sag dem Bürgermeister nicht, dass ich das gesagt habe.","Controlamos esta cidade!... Por favor, não diga ao prefeito que falei isso.",Nous dirigeons cette ville !... mais ne dites surtout pas au maire que c'est moi qui vous l'ai dit.,"Мы заправляем всем городом!.. Только не говори мэру, что я это сказал.",우리가 이 도시를 운영합니다. 시장에게는 제가 말했다고 말하지 마세요.
Mafia_Interact_3,Blood makes you related.  Loyalty makes you family.  Meatballs make you fart.,,La sangre te hace pariente. La lealtad te hace familia. Las albóndigas te hacen tirar pedos.,流血让你们成为亲人，忠诚让你们成为家人，肉丸让你们臭屁连天。,Durch Blut wird man verwandt. Durch Loyalität wird man Familie. Durch Frikadellen furzt man.,O sangue nos torna parentes. A lealdade nos torna família. As Almôndegas nos fazem peidar.,Le sang crée les liens. La loyauté fonde la famille. Les boulettes de viande provoquent les pets.,Кровь делает нас родственниками. Преданность объединяет нас в семьи. Фрикадельки делают нас пердунами.,"피는 당신이 관계되도록 만듭니다. 충성은 가족으로, 미트볼을 먹으면 방귀가 나오고."
Mafia_Interact_4,I once shot a man for looking at my spaghetti the wrong way.,,Una vez le disparé a un hombre por mirar raro mis espaguetis.,我有次一枪崩了一个想吃我面条的家伙。,"Ich habe mal einen Mann erschossen, weil er meine Spaghetti falsch angeguckt hat.",Uma vez matei um homem por ter olhado para meu espaguete do jeito errado.,"Un jour, j'ai tiré sur un mec qui regardait mon spaghetti d'un mauvais œil.","Однажды я застрелил человека за то, что он косо посмотрел на мою тарелку спагетти.",저의 스파게티를 이상하게 본 사람을 쐈어요.
Athlete_AskToStartFight,Sign up to fight in the ring!  Big money for winners!  Death for losers!,,¡Regístrate para luchar en el ring! ¡Hay grandes premios para los ganadores! ¡Y la muerte para los perdedores!,快来报名参加拳击比赛了！赢家通吃！输家吃屎！,"Meldet euch an, um im Ring zu kämpfen! Viel Geld für Gewinner! Tod für Verlierer!",Inscreva-se para lutar no ringue! Uma bolada para os ganhadores! Morte para os perdedores!,Inscrivez-vous pour combattre dans l'arène ! Plein d'argent pour les vainqueurs ! Plein de mort pour les perdants !,"Подпишись на бой, выходи на ринг! Большой куш победителю! Смерть проигравшему!",링에서 싸우려면 등록하세요! 승자에게는 큰 상금! 패자는 죽음!
Athlete_AskToStartFightMultiple,Sign up for yourself or one of your buddies! Only 1 challenger allowed in the ring!,,¡Regístrate o registra a uno de tus amigos! ¡Solo se permite 1 contendiente en el ring!,快来给自己或朋友报个名了！拳击场只限1位挑战者！,Melde dich oder einen deiner Freunde an! Nur ein Herausforderer im Ring erlaubt!,Inscreva-se ou inscreva seus companheiros! Apenas 1 desafiante poderá entrar no ringue!,Inscrivez-vous ou un de vos amis ! Un seul challenger autorisé dans l'arène !,Запишись сам или впиши кого-то из друзей! На ринг может выйти только один!,본인 또는 친구를 위해 등록하세요! 링에서는 한 명의 도전자만 허용됩니다!
Athlete_CanStartArenaFight,Make sure to give the Bouncer your weapons before you go in!,,¡Asegúrate de darle tus armas al gorila antes de entrar!,记得在进去前把你的武器交给保安！,"Denk daran, dem Türsteher deine Waffen zu geben, bevor du hineingehst!",Certifique-se de entregar sua arma para o Segurança antes de entrar!,N'oubliez pas de donner vos armes au Videur avant d'entrer !,"Отдай вышибале оружие, прежде чем выходить на ринг!",들어가기 전에 바운서에게 무기를 주세요!
Athlete_SignedUpToFight,You're all signed up!  Try not to die too quickly!,,¡Ya estás registrado! ¡Intenta no morir muy rápido!,报好名了！别死太快啊！,"Du bist angemeldet! Versuche, nicht zu schnell zu sterben!",Todos vocês foram escritos! Tente não morrer muito rápido!,Vous êtes tous inscrits ! Éviter de mourir trop vite !,Всех записал! Постарайтесь не сдохнуть слишком быстро!,등록되었어요! 너무 빨리 죽지 않도록 하세요!
Athlete_FightCheer,YEAAAHH!!  GET 'EM!!!,,¡¡ESSSOOO!! ¡¡A POR ELLOS!!,耶耶！！干死他！！,YEAAAHH!! ZEIG ES IHNEN!!!,YEAAAHH!!!!  ACABE COM ELES!!!,OUAIIIIS !! CHOPPEZ-LES !!!,ДА-А-А-А-А! ЗАДАЙ ЕМУ!!!,야~~압!! 잡으세요!
Athlete_NoMoreFights,No more fights today!,,¡No más peleas por hoy!,今天的格斗结束了！,Heute keine Kämpfe mehr!,"Por hoje, nada de lutas!",Plus de combat pour aujourd'hui !,Сегодня боев больше нет!,오늘의 싸움은 여기까지!
Athlete_GivePayout,Here's your money.,,Toma tu dinero.,这是你赢的钱。,Hier ist dein Geld.,Aqui está seu dinheiro.,V'là ton pognon.,Вот твои деньги.,상금 받으세요.
Athlete_CantHavePayout,Whoever signed up for this fight gets the payout.,,Quien se haya inscripto en esta pelea recibe las ganancias.,不管是谁报名参加格斗，都有钱拿。,"Wer sich für diesen Kampf angemeldet hat, bekommt die Auszahlung.",Quem se inscreveu para esta luta recebe o pagamento.,Celui qui s'est inscrit pour ce combat reçoit la paie.,"Деньги получает тот, кто записался на бой.",싸움에 등록한 사람에게 상금을 지급합니다.
Athlete_LostFightNoPayout,Sorry ya lost.  I hope it was a learning experience!,,"Lo siento, perdiste. ¡Espero que haya sido una experiencia de aprendizaje!",抱歉，你输了。就当交学费了！,"Sorry, du hast verloren. Hoffentlich war es dir eine Lehre!",Que pena que você perdeu. Espero que sirva de lição!,Désolé pour ta défaite. J'espère que c'était une bonne expérience !,"Прости, победить тебе не удалось. Пусть это будет тебе уроком!",당신이 졌어요. 좋은 경험이었길 바라요!
Athlete_CheatedNoPayout,"Yo, you totally cheated, it's 1 challenger only!  No payout for you!",,¡Hey! ¡Hiciste trampa! ¡Solo se permite 1 retador! ¡No hay pago para ti!,你，你作弊，只能上 1 个挑战者！这次你别想拿到钱！,"Boah, du hast ja echt geschummelt, es darf nur einen Herausforderer geben! Keine Auszahlung für dich!","Cara, você trapaceou, só pode haver 1 desafiante! Nada de pagamento para você!","Yo, t'as triché ! C'est un challenger uniquement ! Pas de fric pour toi !","Да ладно, это чистой воды обман! Сказано же: один боец в ринге! Никаких денег!",완전히 속임수를 썼군요. 도전자는 한 명이에요. 당신에게는 상금이 없어요!
Bouncer_TalkToAthlete,Talk to that Jock by the counter to get signed up.,,Habla con ese Deportista en el mostrador para que te inscriba.,去柜台找乔克，就说你要报名。,"Sprich mit dieser Sportskanone am Schalter, um dich anzumelden.",Fale com aquele atleta no balcão para se inscrever.,Parlez au Sportif au comptoir pour vous inscrire.,Хочешь записаться? Подойди к качку за стойкой.,카운터 옆의 조크에게 문의하고 등록하세요.
NA_BecameUpperCruster,"A hearty congrats, you're one of us now!",,"Felicitaciones de corazón, ¡ahora eres uno de los nuestros!",欢迎你，你现在是我们的人了！,"Herzlichen Glückwunsch, du bist jetzt einer von uns!","Parabéns de coração, agora você é um de nós!",Félicitations ! Vous êtes un des nôtres !,Наши самые теплые поздравления. Теперь ты с нами!,진심으로 축하합니다. 이제 당신은 우리 편이에요!
NA_AlreadyUpperCruster,"No need for my services, you're already one of us!",,"No necesitas mis servicios, ¡ya eres uno de los nuestros!",没必要为我服务了，你现在是我们的人了！,"Meine Dienste werden nicht benötigt, du bist bereits einer von uns!","Meus serviços não são mais necessários, agora você já é um de nós!","Pas besoin de mes services, vous êtes déjà l'un des nôtres !",В моих услугах нет необходимости. Ты уже с нами!,제 서비스를 받을 필요 없어요. 이미 우리 편이니까요!
NA_WontJoinA,You?... No.,,¿Tú?... No.,你？……不要。,Du? ... Nein.,Você?... Não.,Toi ?... Non.,Ты?.. Нет.,당신?... 아니요.
NA_WontJoinB,"Nah, your posse's already too big..",,"No lo creo, tu grupo ya es demasiado grande.",不要，你们那里人太多了……,"Nein, deine Bande ist schon zu groß...","Nã, seu bando já é muito grande...","Nope, ton crew est déjà blindé..","Ну не, у тебя и так слишком большая банда.","안 돼, 자네 무장대는 이미 너무 커.."
NA_WontJoinC,I'm not in good enough shape to join you..,,No estoy en suficiente buena forma para unirme a ustedes.,我身体不太好，没法跟你干……,"Ich bin nicht gut genug in Form, um mich dir anzuschließen...",Não estou suficientemente em forma para me juntar a vocês...,Je ne suis pas assez en forme pour venir..,"Я не в форме, не могу пойти с тобой...",당신과 합류하기에 전 상태가 좋지 않아요.
NA_WontJoinD,"If you hadn't noticed, I'm kinda locked up.",,"Por si no lo notaste, estoy un poco encerrado.",不知道你有没有注意到，我被关起来了。,Falls du es noch nicht bemerkt hast: Ich bin ziemlich eingesperrt.,"Se você não percebeu, eu estou meio que preso.","T'as p'tet pas remarqué, mais je suis un peu coincé.","Я же заперт, разве не видно?",알아채지 못한 경우 저는 갇히게 됩니다.
NA_WontJoinE,"Naah, I'm done for now.",,"Naah, ya he terminado por ahora.",不，现在我不干了。,"Nee, ich bin erstmal bedient.","Não, por enquanto estou satisfeito.","Nope, c'est bon pour moi.","Не, хватит с меня.","아니요, 지금은 됐어요."
NA_CantOperateLaserEmitter,I don't have any way to tamper with it.,,No tengo forma alguna de forzarlo.,我没办法破坏这东西。,Ich kann den nicht manipulieren.,Não tenho como adulterar ele.,Je n'ai pas de moyen de traficoter ça.,Ничего не могу сделать.,저는 그것으로 조작할 수 있는 방법이 없어요.
Thief_Joined,You're the boss!,,¡Eres el amo!,你说了算！,Du bist der Chef!,Você é o chefe!,"S'toi l'chef, chef !",Насяльника!,당신이 보스예요!
Hacker_Joined,You're the boss!,,¡Eres el amo!,你说了算！,Du bist der Chef!,Você é o chefe!,"S'toi l'chef, chef !",Насяльника!,당신이 보스예요!
,,,,,,,,,
NA_LikeMusic_1,This is my jam!!,,¡¡Esta es mi canción!!,这歌对我胃口！,Das ist genau meine Mucke!!,Esta é o meu ritmo!!,C'est mon style !!,Вот это я понимаю музон!,이건 제 쨈이에요!
NA_LikeMusic_2,Awwww yeah!,,¡Aaaaaah sí!,哦是的！,Ooooooh ja!,Owww yeah!,Ooooooh ouais !,О-о-о да-а-а!,어쨌든!
NA_LikeMusic_3,Sweet DJ'ing!,,¡Sabroso DJ!,好棒的DJ！,Klasse DJ!,DJ maneiro!,"Cool, DJ !",Хороший диджей!,달콤한 DJ'ing!
NA_LikeMusic_4,Ooooh I got some moves that need busting!,,¡Necesito bailarrrrr!,我忍不住要起舞了！,"Oh yeah, ich habe da noch ein paar Moves!","Aaaaah, tenho alguns movimentos que precisam ser mostrados!","Ooooh, ça me démange !",Ща такие движения покажу!,우~ 분위기를 압도할 댄스를 보여 주겠어요!
NA_HateMusic_1,This song blows goat.,,Esta canción apesta a culo.,这歌难听到堪比羊驼的嘶叫。,Das Lied ist doof.,Esta música é uma porcaria.,Cette chanson pue.,Восхитительная гадость.,죽여주는 노래군요.
NA_HateMusic_2,Lame.,,Patética.,辣鸡！,Langweilig.,Chato.,Nul.,Отвратно.,절름발이
NA_HateMusic_3,I can just BARELY shake my rump to this.,,APENAS puedo sacudir mi trasero con esto.,这曲子。。我都没有抖臀的欲望,Dazu kann ich nur MÜDE mit dem Hintern wackeln.,Não dá NEM para balançar a bunda com isso.,J'arrive À PEINE à bouger un pied sur ce truc.,Под это даже задница еле шевелится.,이 노래에 엉덩이를 흔들 수 없군요.
NA_HateMusic_4,What a crappy tune.,,Qué canción de mierda.,多么蹩脚的曲子。,Was für eine dämliche Melodie.,Que som de merda.,Qu'est-ce que c'est pourri.,Насколько же это дрянная музыка.,형편 없는 곡이에요.
NA_ReallyHateMusic_1,I HATE THIS SONG!!!,,¡¡¡ODIO ESTA CANCIÓN!!!,我恨这首曲子！！！！,ICH HASSE DIESES LIED!!!,ODEIO ESTA MÚSICA!!!,JE HAIS CETTE CHANSON !!!,НЕНАВИЖУ ЭТУ ПЕСНЮ!!!,마음에 안 들어요!
NA_ReallyHateMusic_2,No this can't be happening!,,"¡No, esto no puede estar pasando!",不，这不可能发生！,Das kann doch wohl nicht wahr sein!,"Não, isso não pode estar acontecendo!","Non, impossible !","Нет, только не это!",이럴 수는 없죠!
NA_ReallyHateMusic_3,You're the worst DJ ever!,,¡Eres el peor DJ de todos los tiempos!,你是最糟糕的DJ！,Du bist der schlechteste DJ aller Zeiten!,Você é o pior DJ do mundo!,T'es le pire DJ de tous les temps !,Ты наихудший диджей из возможных!,최악의 DJ 이군요!
NA_ReallyHateMusic_4,My ears are melting!!,,¡¡Me sangran los tímpanos!!,我耳朵要坏掉了！,Mir fallen die Ohren ab!!,Meus ouvidos estão sangrando!!,Mes oreilles saignent !!,У меня кровь из ушей сейчас пойдет!,귀가 녹아 내리겠어요!
NA_CheerFight_1,GET 'EM!,,¡A POR ELLOS!,快！干掉他！左勾拳！,HOL SIE DIR!,PEGUEM ELES!,CHOPPEZ-LES !,ЗАДАЙ ЕМУ!,잡으세요!
NA_CheerFight_2,MURDER!  MURRRRDERRR!!!,,¡MUERTE! ¡¡¡MUEEEERRRTEEEE!!!,杀！杀杀杀！！！,MORD! MOOOORRRD!!!,ASSASSINATO! ASSASSINAAAATOOO!!!,DU SANG ! DU SAAANNNNGGG !!!,УБЕЙ! УБЕЙ! УБЕЙ!!!,살인! 죽~여~라!
NA_CheerFight_3,THIS IS BEAUTIFUL!,,¡ESTO ES HERMOSO!,太棒了！继续揍他！,DAS IST WUNDERSCHÖN!,ISSO É LINDO!,C'EST TROP BEAU !,ЭТО ВОСХИТИТЕЛЬНО!,아름다워요!
NA_CheerFight_4,GET TO THE DEATH PART!,,¡PASEN A LA PARTE DE LA MUERTE!,往死里打！赶紧去死吧！,UND JETZT DER TODESTEIL!,VAMOS PULAR PARA A PARTE DAS MORTES!,ALLEZ ! À MORT !,ТЕПЕРЬ НУЖНО УБИВАТЬ!,죽음의 부분으로 가세요!
NA_CheerFightOver_1,WOOOOOO!!!,,¡¡¡ESOOOOO!!!,喔喔喔喔喔！！！,WOOOOOO!!!,ISSO AÍ!!!,WOUUUUUHOUUUU !!!,О-О-О-О!!!,우우우우!
NA_CheerFightOver_2,I LOVE DEATH SO MUCH!,,¡CÓMO AMO LA MUERTE!,我爱死亡！,ICH LIEBE DEN TOD SO SEHR!,EU GOSTO TANDO DA MORTE!,J'ADORE LA MORT !,Я ОБОЖАЮ УБИЙСТВА!,죽음을 너무 좋아해요!
NA_CheerFightOver_3,YOU MERTILIZED 'EM!,,¡LOS ANIQUILASTE!,你让他们死翘翘了！,DU HAST SIE FERTIGGEMACHT!,EU VOU FAZER PICADINHO DELES!,TU LES AS VENTILÉS !,ТЫ ИЗНИЧТОЖИЛ ЕГО!,그들을 제거하세요!
NA_CheerFightOver_4,YEAAAA!!,,¡¡SIIIIII!!,耶！！,YEAH!!,ISSOOOO!!,OUAIIIS !!,ДА-А-А-А!!,야~~~홋!
Musician_DontTouchTurntables,"Hey, hands off my turntables!",,"¡Oye, no toques mis tocadiscos!",嘿！别碰我的唱片！,"Hey, Hände weg von meinen Drehscheiben!","Ei, tire as mãos de meu toca-discos!","Hé, touche pas à mes platines !","Эй, руки прочь от моих вертушек!",턴테이블에서 손 치워요!
NA_SpeakersBusted,The speakers are busted...,,Los altavoces se rompieron...,扬声器坏掉了….,Die Lautsprecher sind kaputt...,Os alto-falantes estão quebrados...,Les haut-parleurs sont foutus...,Динамики накрылись…,스피커가 파열되었어요...
NA_AlreadySpunRecords,I'm done spinning... for now.,,Ya no voy a pinchar más... por ahora.,我已经打碟过了。,Ich bin fertig... fürs Erste.,Cansei de girar... por enquanto.,J'arrête de mixer... pour le moment.,С меня хватит… пока что.,이제... 그만 돌리겠어요.
NA_JukeboxAlreadyPlaying,The jukebox is already playing something.,,La rocola ya está reproduciendo algo.,唱片机里正在放着音乐。,Die Jukebox spielt schon etwas.,A jukebox já está tocando algo.,Le jukebox joue déjà quelque chose.,Музыкальный автомат уже что-то играет.,주크 박스에서 이미 노래가 흘러나오고 있어요.
Clerk_Interact_1,Whatchu want?,,¿Qué quieres tío?,你想要点啥？,Was willst du?,O que você quer?,T'veux quoi ?,Чё надо?,뭘 원해요?
Werewolf_Interact_1,Whatchu want?,,¿Qué quieres tío?,你想要点啥？,Was willst du?,O que você quer?,T'veux quoi ?,Чё надо?,뭘 원해요?
Werewolf_InteractB_1,Whatchu want?,,¿Qué quieres tío?,你想要点啥？,Was willst du?,O que você quer?,T'veux quoi ?,Чё надо?,뭘 원해요?
Soldier_WontJoinA,You're not fit to be in my squad!,,¡No tienes lo necesario para estar en mi banda!,你不适合加入我的作战小队！,Du bist nicht gut genug für meinen Trupp!,Você não está à altura de meu esquadrão!,T'as pas le niveau pour être dans mon escouade !,Ты не подходишь моему отряду!,당신은 제 소대에 적합하지 못해요!
Soldier_WontJoinC,I'm feelin' too weak to join up!,,¡Me siento demasiado débil para unirme!,我太虚弱了，不能加入！,Ich fühle mich zu schwach dafür!,Estou muito fraco para me juntar!,Je me sens un peu trop faible pour m'inscrire !,"Кажется, мне еще рановато присоединяться!",함께 참여하기에는 너무 약하다고 생각해요!
Soldier_WontJoinD,Can't join ya while I'm in prison!,,¡No puedo unirme a ti mientras estoy en la cárcel!,我在监狱里没法加入你！,"Ich kann mich nicht anschließen, wenn ich im Gefängnis sitze!",Não posso me juntar a você enquanto estou na prisão!,Je peux pas te rejoindre tant que je suis en taule !,Как я присоединюсь — я же в тюрьме!,감옥에 있는 동안에는 참여할 수 없어요!
Soldier_WontJoinE,Can't join ya... the fight's taken a lot outta me!,,No puedo unirme a ti... ¡la pelea me ha debilitado mucho!,没法加入你……战斗消耗了我太多精力！,Ich kann nicht mitmachen... Der Kampf hat mir schwer zugesetzt!,Não posso me juntar a você... a luta acabou comigo!,Je peux pas te rejoindre... le combat m'a coûté cher !,После такой драки я уж точно пас!,참여할 수 없어요... 전투는 이제 지쳤어요!
Thief_InteractB_1,"Hello, fellow criminal scum!",,"¡Buenos días, colega escoria criminal!",你好啊犯罪同伙！,"Hallo, Verbrecherkollege!","Olá, caros criminosos de bosta!","Salutations, camarade de la fange !","Привет, товарищ уголовник!","안녕하세요, 쓰레기 범죄자 님들!"
NA_AskLeaveTownSucceeded,"Thanks for the warning, I'm out!",,"Gracias por la advertencia, ¡me voy de aquí!",谢谢警告，我立刻离开！,"Danke für die Warnung, ich bin raus!","Obrigado pelo aviso, estou fora!","Merci pour l'avertissement, je me tire !",Спасибо за предупреждение. Я ухожу!,경고 주셔서 감사합니다. 전 빠질게요!
NA_AskLeaveTownFailed,"Nah, I'd rather stay here.",,"Nop, prefiero quedarme aquí.",不，我宁愿留在这里。,"Nein, ich bleibe lieber hier.","Não, acho melhor ficar por aqui.","Nan, je préfère rester ici.",Ну нет. Я все-таки останусь.,"ㅇ니, 여기 머물겠어요."
NA_ThreatenedScaredLeaveTown,"I'll leave town, just don't murder me!",,"¡Me iré de la ciudad, no me mates!",只要别谋害我，我马上离开城镇！,"Ich verlasse die Stadt, bring mich bitte nicht um!","Vou deixar a cidade, só não me mate!","Je quitte la ville, mais ne me tue pas !","Я покину город, только не убивай меня!",여길 떠나겠어요. 죽이지 마세요!
NA_WontAdministerTreatment,"One checkup per floor, that's my policy and I'm sticking to it!",,"Un tratamiento por planta, ¡esa es mi política y no la cambiaré!",每层只给同伴做一次体检，这是我一直贯彻的原则！,"Eine Untersuchung pro Stockwerk, das ist meine Devise und ich bleibe dabei!","Uma verificação por andar, esta é a minha polícia e seguirei ela!","Un examen par étage. Je fonctionne comme ça, et je ne changerai pas !","Мое правило — один осмотр на этаж, и я его строго придерживаюсь!","한 층마다 1회 확인, 그게 제 원칙이고 그렇게 하고 있어요!"
NA_CantTeleportLockdown,I can't teleport during a lockdown!,,¡No me puedo teletransportar durante un bloqueo!,在封锁期间我无法传送！,Bei einer Abriegelung kann ich nicht teleportieren!,Não posso me teletransportar durante o bloqueio!,Je ne peux pas téléporter pendant un verrouillage !,Не могу телепортироваться в комендантский час!,잠금 중에 텔레포트 할 수 없어요!
CopBot_Mug,Please hand over any alcohol and drugs on your person.,,Entregue todo el alcohol y drogas que lleve encima.,请上交你身上所有的酒与毒品。,Bitte Alkohol und Drogen abgeben.,"Por favor, entregue qualquer álcool ou droga que você esteja levando.",Veuillez remettre l'alcool et les drogues que vous portez sur votre personne.,Отдайте имеющиеся у вас наркотики и алкоголь.,알코올과 마약을 아는 사람에게 양도하세요.
CopBot_MugID,Non-citizen detected.  Please give me your hand so that I may deport you.,,No ciudadano detectado. Deme su mano para que pueda deportarle.,检测到非上层公民，请自觉接受传送至驱逐出境所。,"Nicht-Bürger entdeckt. Bitte gib mir deine Hand, damit ich dich deportieren kann.","Não cidadão detectado. Por favor, mostre suas mãos para que eu possa deportá-lo.",Non citoyen détecté. Veuillez me donner votre main que je puisse vous déporter.,Обнаружен негражданин. Протяните руку — я вас депортирую.,비 시민권자 발견. 당신을 추방 할 수 있도록 도와 주세요.
CopBot_MugWeapons,Please hand over any unapproved weapons on your person.,,Entregue todas las armas no aprobadas que lleve encima.,请上交你身上所有非经批准的武器。,Bitte nicht genehmigte Waffen abgeben.,"Por favor, entregue qualquer arma não aprovada que você esteja levando.",Veuillez remettre toute arme non approuvée que vous porteriez sur votre personne.,Отдайте имеющееся у вас запрещенное оружие.,승인되지 않은 무기를 아는 사람에게 양도하세요.
CopBot_TeleportedItems,"Thank you, all items have been transferred to our Confiscation Center.",,"Gracias, todos los objetos han sido transferidos a nuestro centro de confiscación.",谢谢配合，所有的物品已经传送到本层的违禁物查收所。,"Vielen Dank, alle Gegenstände wurden in unser Beschlagnahmungszentrum gebracht.","Obrigado, todos os itens foram transferidos para nosso Centro de Confisco.","Merci, tous les objets seront envoyés à notre centre de confiscation.",Благодарю. Все вещи были переданы в центр конфискации.,고맙습니다. 모든 아이템을 압수 센터로 옮겼습니다.
CopBot_DroppedItemAccosting,Nice try!,,¡Buen intento!,很好！立即执行处决！,Netter Versuch!,Boa Tentativa!,Bien tenté !,Неплохая попытка!,좋은 시도!
CopBot_RobotNoJoke,"I do not understand this thing you call ""humor"".",,"No entiendo esta cosa que llamas ""humor"".",我的程序中没有你叫做“幽默”的这个东西。,Ich verstehe das mit diesem „Humor“ nicht.,"Não compreendo isso que você chama de ""humor.","Je ne comprends pas cette chose que vous appelez ""humour"".","Я не понимаю того, что вы называете «юмором».","""유머""라고 부르는 것을 이해하지 못하겠어요."
CopBot_LaptopDetected,Laptop detected. Please brace for death.,,Laptop detectada. Prepárate para la muerte.,发现笔记本电脑携带者，立即执行击杀任务。,Laptop entdeckt. Bitte auf den Tod vorbereiten.,"Laptop detectado. Por favor, prepare-se para morrer.",Ordinateur portable détecté. Veuillez vous préparer à mourir.,Обнаружен ноутбук. Приготовитесь к смерти.,랩탑 발견. 죽음을 대비하세요.
CopBot_LaptopDetected2,Hacker detected. Please brace for death.,,Hacker detectada. Prepárate para la muerte.,发现黑客，立即执行击杀任务。,Hacker entdeckt. Bitte auf den Tod vorbereiten.,"Hacker detectado. Por favor, prepare-se para morrer.",Hacker détecté. Veuillez vous préparer à mourir.,Обнаружен Хакер. Приготовитесь к смерти.,해커를 찾았습니다. 죽음을 대비하세요.
CopBot_GettingHacked,"Hack detected, locating source.",,"Hackeo detectado, localizando la fuente.",检测到骇入行为，正在定位来源。,"Hack entdeckt, Quelle wird lokalisiert.","Invasão detectada, localizando fonte.","Piratage détecté, localisation de la source.","Обнаружен компьютерный взлом, идет поиск источника.",해킹이 감지되었고 소스를 찾았어요.
Clerk_CanPassDeportationCenter,"Alright, you can stay.  Just don't cause a ruckus, ok?",,"Está bien, puedes quedarte. Pero no armes alboroto, ¿bien?",很好，你可以留下来，只要别惹事生非，懂吗？,"In Ordnung, du kannst bleiben. Aber sorge hier nicht für Unruhe, okay?","Certo, você pode ficar. Só não cause nenhum tumulto, ok?","Très bien, vous pouvez rester. Mais ne causez pas de problème, ok ?","Ладно, можешь остаться. Только не шуми, ага?",좋아요. 머무르는 대신 말썽만 부리지 말아요.
Clerk_DontNeedMoney,"You're not getting deported today, lucky you!",,"¡No te deportarán hoy, qué afortunado!",运气不错，你不会被驱逐出境了。,"Du wirst heute nicht deportiert, du Glückspilz!","Você não será deportado hoje, sortudo!","Vous n'êtes pas déporté aujourd'hui, espèce de chanceux !","Везунчик, сегодня тебя не депортируют!",오늘 추방 당하지 않을 거예요. 운이 좋군요!
Clerk_NoDeportationUpperCrusty,"Uh, we don't deport Upper-Crusters!",,"Eh, ¡no deportamos a los Clase Alta!",哦，我们不会驱逐上流阶级！,"Oh, wir deportieren keine Mitglieder der privilegierten Oberschicht!","Hã, não deportamos pessoas de Classe Alta!","Euh, nous ne déportons pas le gratin !",Но мы не депортируем богатеев!,우린 어퍼 크러스터를 추방하지 않아요!
NA_AskLeaveTownSlave,Not with this helmet on!,,¡No con este casco puesto!,带着这个炸弹头盔我也很绝望啊！,Nicht mit diesem Helm!,Não usando esse capacete!,Pas avec ce casque sur la tête !,Не в этом шлеме!,헬멧을 쓰지 말아요!
NA_PaidDebtSelf,All paid up!,,¡Todo pagado!,你已经偿完债务了！,Alles bezahlt!,Tudo pago!,Tout est payé !,Все выплачено!,전체 지불 완료!
