STRING_ID,English,Translation,Description,Spanish,Chinese,German,Brazilian,French,Russian,Korean
PlayBadMusic2,Play Achy Breaky Bladder,,,Reproducir Achy Breaky Bladder,播放《憋痛的膀胱》,Spiel Achy Breaky Bladder,Tocar Achy Breaky Bladder,Jouer Achy Breaky Bladder,Играть Achy Breaky Bladder,Achy Breaky Bladder 게임하기
SpinRecords,Spin Records,,,Escuchar discos,打碟,Mach Musik,Girar Discos,Mettre des disques,Крутануть музыку,스핀 기록
JukeboxPlay,Play Music,,,Poner música,播放音乐,Spiel Musik,Tocar Música,Jouer de la musique,Играть музыку,음악 재생
HackJukebox,Play Mambo No. 42,,,Reproducir Mambo number 42,播放《42 号曼波》,Spiel Mambo Nr. 42,Tocar Mambo Nº 42,Jouer Mambo N°42,Играть Mambo No. 42,Mambo No. 42 게임하기
ShuttingDown,Shutting Down...,,,Apagando,关闭,Herunterfahren...,Desligando...,Extinction...,Выключение…,종료 중...
HackPowerBox,Shut Down,,,Apagar,关闭,Herunterfahren,Desligar,Éteindre,Выключить,종료
ShutDownPowerBox,Shut Down,,,Apagar,关闭,Herunterfahren,Desligar,Éteindre,Выключить,종료
FourPlayerCameraButton_Instr,"Choose to keep all players on the same screen, or split into four screens. Split-Screen does not work in non-16:9 resolutions.",,,Elige mantener a todos los jugadores en la misma pantalla o partirla en 4 pantallas. El modo de pantalla partida no funciona en resoluciones que no sean de formato 16:9.,选择让所有玩家位于同一屏幕上，或者分成四个屏幕。分屏模式不适用于非 16:9 分辨率。,Wähle zwischen allen Spielern auf einem Bildschirm oder dem Aufteilen auf vier Bildschirme aus. Der Modus geteilter Bildschirm ist bei anderen Auflösungen als 16:9 nicht verfügbar.,Escolha manter todos os jogadores na mesma tela ou dividir em quatro telas. A Tela Dividida não funciona em resoluções que não sejam 16:9.,Choisissez de garder tous les personnages sur le même écran ou sur quatre écrans partagés. L'écran partagé ne fonctionne qu'en 16:9.,Игроки могут отображаться на одном экране или на четырех разных. Разделение работает только при разрешении с соотношением сторон 16:9.,"같은 화면에 두 플레이어를 유지하거나, 두 개의 화면으로 분할하거나, 둘 다를 하도록 선택하세요. 화면 분할은 16:9 해상도에서 작동하지 않습니다."
PoolRewards1,Click unlocked items to remove from the in-game pool,,,Haz clic en los elementos desbloqueados para eliminarlos del conjunto disponible dentro del juego,选择已经解锁的物品，将其从奖励池中移除。,"Klicke auf freigeschaltete Gegenstände, um sie aus dem spielinternen Pool zu entfernen",Clique nos itens desbloqueados para removê-los da reserva no jogo,Cliquez sur les objets déverrouillés pour les retirer de la collection en jeu,"Щелкая по открытым предметам, можно убрать их из коллекции",게임 풀에서 제거하려면 잠금 해제된 항목을 클릭하세요
PoolRewards2,Current items in the pool:,,,Elementos actuales en el conjunto disponible:,奖励池中已有的物品数量,Aktuelle Gegenstände im Pool:,Itens atuais na reserva:,Objets actuellement dans la collection :,Текущие предметы в коллекции:,풀의 현재 아이템:
PoolRewards3,Minimum items in the pool:,,,Elementos mínimos en el conjunto disponible:,奖励池中的最小物品数量,Mindestanzahl der Gegenstände im Pool:,Mínimo de itens na reserva:,Minimum d'objets dans la collection :,Минимум предметов в коллекции:,풀의 최소 아이템:
PoolTraits1,Click unlocked traits to remove from the in-game pool,,,Haz clic en los rasgos desbloqueados para eliminarlos del conjunto disponible dentro del juego,选择已经解锁的技能，将其从技能池中移除。,"Klicke auf freigeschaltete Merkmale, um sie aus dem spielinternen Pool zu entfernen",Clique nas características desbloqueadas para removê-las da reserva no jogo,Cliquez sur les traits déverrouillés pour les retirer de la collection en jeu,"Щелкая по открытым особенностям, можно убрать их из коллекции",게임 풀에서 제거하려면 잠금 해제된 항목을 클릭하세요
PoolTraits2,Current traits in the pool:,,,Rasgos actuales en el conjunto disponible:,技能池中已有的技能数量,Aktuelle Merkmale im Pool:,Características atuais na reserva:,Traits actuellement dans la collection :,Текущие особенности в коллекции:,풀의 현재 특성:
PoolTraits3,Minimum traits in the pool:,,,Rasgos mínimos en el conjunto disponible:,技能池中的最小技能数量,Mindestanzahl der Merkmale im Pool:,Mínimo de características na reserva:,Minimum de traits dans la collection :,Минимум особенностей в коллекции:,풀의 최소 특성:
AddToPool,Add to In-Game Pool,,,Agregar al conjunto disponible dentro del juego,加入游戏池中,Zum spielinternen Pool hinzufügen,Adicionar à reserva no jogo,Ajouter à la collection en jeu,Добавить в коллекцию,게임 풀에 추가
RemoveFromPool,Remove from In-Game Pool,,,Eliminar del conjunto disponible dentro del juego,从游戏池中移除,Aus dem spielinternen Pool entfernen,Remover da reserva em jogo,Supprimer de la collection en jeu,Удалить из коллекции,게임 풀에서 제거
TrackpadModeButton,Trackpad Mode,,,Modo touchpad,触控板模式,Trackpad-Modus,Modo Trackpad,Mode trackpad,Режим трекпада,트랙 패드 모드
TrackpadModeButton_Instr,"Attack in the direction you're facing, rather than cursor position.  Recommended: Set ""Camera Speed"" to ""Don't Follow Target"".",,,"Ataca en la dirección en la que estás mirando, en lugar de la posición del cursor. Recomendado: configura la ""Velocidad de la cámara"" como ""No seguir objetivo"".",攻击方向为你的正面而不是鼠标的方向。同时建议把“视角速度”改为“不要跟踪目标”,"Greife in die Richtung an, in die du schaust, nicht in die der Cursorposition. Empfohlen: Stelle „Kamerageschwindigkeit“ auf „Ziel nicht folgen“ ein.","Ataque na direção para onde você está virado, em vez de na posição do cursor. Recomendado: Definir ""Velocidade da Câmera"" para ""Não siga o alvo"".","Attaquez dans la direction à laquelle vous faites face plutôt que vers le curseur. Recommandé : réglez la ""Vitesse de la caméra"" sur ""Ne pas suivre la cible"".","Атака в направлении взгляда, а не в направлении курсора. Рекомендуется установить «Скорость камеры» на «Не следить за целью».","커서 위치가 아니라 정면 방향으로 공격하십시오. 추천: ""카메라 속도""를 ""목표를 따르지 않음""으로 설정하십시오."
ShowPlayerIdentifierButton,Show Player Identifier (1 Player),,,Mostrar identificador de jugador (1 jugador),显示玩家识别符（1 个玩家）,Spieleridentifikation anzeigen (1 Spieler),Exibir Identificador do Jogador (1 Jogador),Afficher l'identificateur de joueur (1 joueur),Показывать идентификатор игрока (1 игрок),플레이어 식별자 표시 (1명의 플레이어)
ShowPlayerIdentifierButton_Instr,"Places a circle underneath the player character, making them more easy to identify.",,,"Coloca un círculo debajo del personaje del jugador, haciéndolo más fáciles de identificar.",在玩家脚底下显示出一个光圈，这样就能更容易鉴别出来。,Malt einen Kreis unter die Spielerfigur und macht sie so leichter erkennbar.,"Posicione um circulo sob o personagem do jogador, deixando ele mais fácil de ser identificado.",Place un cercle sous le personnage du joueur pour le rendre plus facile à repérer.,"Над персонажем игрока показывается круг, и найти его становится проще.",플레이어 캐릭터 밑에 원을 배치하여 식별하기 쉽도록 만듭니다.
TimerOnButton,Timer,,,Temporizador,计时器,Timer,Temporizador,Minuteur,Таймер,타이머
TimerOnButton_Instr,Adds a visible timer to the screen.  Ideal for speedrunning!,,,Agrega un temporizador visible a la pantalla. ¡Ideal para hacer speedruns!,在屏幕上方显示一个计时器，更加方便速通了！,Fügt einen sichtbaren Timer auf dem Bildschirm hinzu. Ideal für Speedruns!,Adicione um temporizador na tela. Ideal para partidas contra o tempo!,Ajoute une minuterie à l'écran. Idéal pour les speedrunnings !,Показывает на экране таймер. Удобно для прохождения на скорость!,시각적 타이머를 화면에 추가합니다. 스피드 러닝에 이상적입니다!
TurnOffGas,Turn Off Gas,,,Apagar el gas,关闭毒气,Gas ausschalten,Desligar Gasolina,Désactiver le gaz,Отключить газ,가스 끄기
AllFollow,All Follow,,,Todos siguen,全体跟我来！,Alle folgen,Todos Seguem,Tout suivre,Все за мной!,모두 따르기
DeactivateHelmet,Deactivate Helmet,,,Desactivar casco,无效化奴隶头盔,Helm deaktivieren,Desativar Capacete,Désactiver le casque,Отключить шлем,헬멧 비활성화
BlowUpHelmet,Detonate Helmet,,,Detonar casco,引爆奴隶头盔,Helm sprengen,Detonar Capacete,Déclencher le casque,Взорвать шлем,헬멧 폭발
TamperRobotAim,Tamper With Aim,,,Manipular la mira,篡改机器人攻击精度,Ziel manipulieren,Mexer com a mira,Saboter la visée,Испортить прицеливание,조준 손대기
ThreatenLeaveTown,Threaten,,,Amenazar,威胁,Bedrohen,Ameaçar,Menacer,Угрожать,위협
AskLeaveTown,Ask to Leave Town,,,Pedir que se vaya de la ciudad,要求离开城镇,"Bitten, die Stadt zu verlassen",Pedir para sair da cidade,Demander de quitter la ville,Попросить покинуть город,마을을 떠날 것을 요청하세요
KillPointsRival,Kill (Rival),,,Asesinato (rival),消灭(敌人),Töten (Gegner),Matar (Rival),Mort (rival),Убийства соперников,처치(라이벌)
IndirectlyKillRival,Indirect Kill (Rival),,,Asesinato indirecto (rival),间接消灭(敌人),Indirektes Töten (Gegner),Morte Indireta (Rival),Mort indirecte (rival),Опосредованные убийства соперников,간접 처치(라이벌)
MultMsg_CompletedQuest2Everyone,and everyone got,,,y todos recibieron,并且所有人获得,und alle erhielten,e todos receberam,et tout le monde a reçu,и все справились,모두가 받는 것
AutoAimButton,Auto-Aim,,,Mira automática,自动瞄准,Automatisches Zielen,Mira Automática,Visée automatique,Автоприцеливание,자동 조준
AutoAimButton_Instr,Aim at the most appropriate target in the general direction your gun is pointed.  The chance that this will occur depends on your Firearms stat.,,,Apunta al objetivo más apropiado en la dirección general en que apunta tu arma. La probabilidad de que esto ocurra depende de tu puntuación en armas de fuego.,准星会自动瞄准到你枪方向所指的最合适的目标。发生概率与角色精确度有关。,"Zielt auf das am besten geeignete Ziel in der groben Richtung, in die deine Waffe zeigt. Die Wahrscheinlichkeit dafür hängt von deiner Schusswaffenstatistik ab.",Mire no alvo mais adequado na direção geral para onde sua arma está apontada. A chance de que isso ocorra depende de sua estatísticas de Arma de Fogo.,Visez la cible la plus appropriée dans la direction approximative vers laquelle est pointé votre arme. Les chances que cela se produise dépendent de votre score en Armes à feu.,"Прицеливание в наиболее подходящую цель в направлении, на которое указывает оружие. Вероятность срабатывания зависит от владения огнестрельным оружием.",총을 겨냥한 일반적인 방향에서 가장 적절한 목표물을 조준하십시오. 발생 확률은 총기 스탯 기준입니다.
Deactivate,Deactivate,,,Desactivar,无效化奴隶头盔,Deaktivieren,Desativar,Désactiver,Отключить,비활성화
AdministerTreatment,Administer Treatment,,,Administrar tratamiento,进行治疗,Behandlung verabreichen,Administrar Tratamento,Administrer un traitement,Полечить,치료 관리
BorderlessWindowButton,Borderless Window Instructions,,,Instrucciones en ventana sin bordes,无边界窗口化指南,Anweisungen für Fenster ohne Rand,Instruções da janela sem bordas,Instructions du mode fenêtré sans cadre,Как включить режим «Окно без рамки»,경계선 없는 창 지시
BorderlessWindowButton_Instr,"To run the game in a borderless window, use the command line parameter ""-popupwindow"" when starting the game",,,"Para ejecutar el juego en una ventana sin bordes, usa el parámetro de línea de comando ""-popupwindow"" al iniciar el juego","要让游戏以无边界窗口化运行，在游戏启动时使用命令行参数 ""-popupwindow""。","Um das Spiel in einem Fenster ohne Rand anzuzeigen, nutze beim Starten des Spiels den Befehlszeilenparameter „-popupwindow“","Para executar o jogo em uma janela sem bordas, use o parâmetro de linha de comando ""-popupwindow"" ao iniciar o jogo","Pour jouer en mode fenêtre sans cadre, utilises le paramètre de ligne de commande ""-popupwindows"" en démarrant le jeu","Чтобы запустить игру в окне без рамки, запускайте игру с параметром командной строки «-popupwindow»","경계선 없는 창에서 게임을 실행하려면 게임을 시작할 때 명령 줄 매개 변수 ""-popupwindow""를 사용하십시오"
CantTeleportLockdown,Can't teleport during lockdown,,,No se puede teletransportar durante un bloqueo,封锁期间无法传送,Teleportieren bei Abriegelung nicht möglich,Não é possível teletransportar-se durante o bloqueio,Téléportation impossible pendant le verrouillage,Нельзя телепортироваться в комендантский час,잠금 중에 텔레포트 할 수 없음
MugDrugsAlcohol,Give Drugs and Alcohol,,,Entregar drogas y alcohol,上交毒品与酒,Drogen und Alkohol geben,Dar drogas e álcool,Donner des drogues et de l'alcool,Отдать наркотики и алкоголь,마약과 술 주기
MugWeapons,Give Uptown-Unapproved Weapons,,,Dar armas no aprobadas en el barrio privilegiado,上交法律不允许的武器,Im Nobelviertel nicht genehmigte Waffen geben,Dar armas não aprovadas no bairro classe A,Donner des armes interdites dans les quartiers chics,Отдать запрещенное в пригороде оружие,업타운의 승인되지 않은 무기 주기
MugID,Teleport to Deportation Center,,,Teletransportarte al centro de deportación,传送到放逐所,Zum Deportationszentrum teleportieren,Teletransportar para o centro de deportação,Téléportation dans le centre de déportation,Телепортироваться в центр депортации,추방 센터로 텔레포트
SatelliteBroadcast,Overload Satellite,,,Sobrecargar satélite,过载卫星天线,Satelliten überlasten,Satélite Sobrecarregado,Surcharger le satellite,Перегрузить спутник,오버로드 위성
AdjustSatellite,Adjust Satellite,,,Ajustar satélite,调整卫星天线,Satelliten anpassen,Ajustar Satélite,Ajuster le satellite,Отрегулировать спутник,위성 조정
UseWrenchToAdjustSatellite,Adjust Satellite w/Wrench,,,Ajuste satélite con llave de tuerca,使用扳手调整卫星天线,Satelliten mit Schraubenschlüssel anpassen,Ajustar satélite com chave de fenda,Ajuster le satellite avec une clé à molette,Отрегулировать спутник гаечным ключом,렌치가 있는 위성 조정
RobotEnrage,Go Haywire,,,Enloquecer,紊乱机器人系统,Durchdrehen,Perder o Controle,Déboulonner,Выход из себя,헤이와이어로 이동
LevelFeelingOoze_Name,Ooze,,,Fluido,毒性粘浆,Schleim,Mutagênico,Vase,Жижа,습지
FloorSelectMarker,FLOOR SELECT,,,SELECCIÓN DE PLANTA,楼层选择,ABSCHNITTSAUSWAHL,SELEÇÃO DE ANDAR,SÉLECTION DU NIVEAU,ВЫБОР ЭТАЖА,바닥 선택
DeathMethod_Ooze,Ooze,,,Fluido,毒性粘浆,Schleim,Mutagênico,Vase,Жижа,습지
DeathMethod_Water,Water,,,Agua,水,Wasser,Agua,Eau,вода,물
LevelFeelingBounty_Name,Bounty,,,Recompensa,重金悬赏,Kopfgeld,Recompensa,Prime,Награда,하사품
LevelFeelingStatusEffectChange_Name,Shifting Status Effects,,,Efectos de estado cambiantes,随机状态影响,Veränderung der Statuseffekte,Efeitos de Estado Mutável,États particuliers changeants,Смена статусных эффектов,이동 상태 효과
QuestInProgress,In Progress,,,En progreso,进行中,In Ausführung,Em progresso,En cours,Выполняется,진행 중
QuestWaitForNextGame,Wait For Next Game,,,Espera a la próxima partida,等待下局游戏,Warte auf das nächste Spiel,Espere pelo próximo jogo,Attendez la prochaine partie,Ждать следующей игры,다음 게임을 기다리세요
QuestStartFromBeginning,Start at Floor 1,,,Comenzar en la planta 1,需要从第一层开始完成任务！,Beginne in Abschnitt 1,Começar no 1º andar,Démarrez au niveau 1,Начать с этажа 1,1층에서 시작
QuestWaitForNextArea,Wait For Next District,,,Espera al siguiente distrito,等待下个街区,Warte auf das nächste Gebiet,Esperar pelo próximo distrito,Attendez le prochain quartier,Ждать следующего района,다음 구역을 기다리세요
CurrentRun,Current Run,,,Intento actual,本局游戏,Aktueller Lauf,Partida Atual,Session en cours,Текущая игра,현재 실행
Neutralized,Neutralized,,,Neutralizado,消灭掉的,Neutralisiert,Neutralizado,Neutralisé,Нейтрализован,중립화
Zombified,Zombified,,,Zombificado,僵尸化的,Zombifiziert,Zumbificado,Zombifié,Зомбирован,좀비화
NotFunded,Not Funded,,,No financiado,尚未赞助,Nicht finanziert,Não Financiado,Non financé,Не финансировано,자금 조달 없음
Funded,Funded,,,Financiado,已经赞助,Finanziert,Financiado,Financé,Финансировано,자금 지원됨
FundResearch,Fund Research,,,Financiar investigación,为研究赞助资金,Finanziere die Forschung,Financie a Pesquisa,Financez la recherche,Финансировать исследование,기금 연구
GetPromotedBySupercop,Get Promoted by a Supercop,,,Consigue ser promovido por un Superpoli,受到一位超级警察的提拔,Werde von einem Superpolizisten befördert,Seja promovido por um Super Policial,Devenez Super-flic,Получите повышение от суперкопа,슈퍼캅으로 승진됨
PromoteMeToSupercop,Promote Me to Supercop!,,,¡Promuéveme a Superpoli!,提拔我为超级警察！,Befördere mich zum Superpolizisten!,Promova-me para Super Policial!,Faites de moi un Super-flic !,Хочу стать суперкопом!,슈퍼캅으로 승진시켜 주세요!
GetCuredByDoctorAddiction,Get Cured by Doctor,,,Ser curado por un doctor,从医生处获得治疗,Werde vom Arzt geheilt,Seja curado por um Médico,Faites-vous guérir par le docteur,Излечиться у доктора,의사의 치료 받음
CureAddiction,Cure Addiction,,,Curar adicción,治疗毒瘾,Sucht heilen,Curar Vício,Soignez l'addiction,Лечение наркомании,치료 중독
OutOfOptions,Out of Options!,,,¡No tienes más opciones!,别无选择！,Keine Optionen mehr!,Sem opções!,Plus le choix !,Без вариантов!,옵션 없음!
InstallMalware,Install Malware,,,Instalar malware,植入黑客软件,Installiere Malware,Instalar Malware,Installez un logiciel malveillant,Установить вирус,멜웨어 설치
InstalledMalware,Installed Malware,,,Se instaló el malware,已经安装好黑客软件,Installierte Malware,Malware Instalado,Logiciel malveillant installé,Вирус установлен,멜웨어 설치됨
NoComputersLeft,No Computers Left,,,No quedan computadoras,本层地图上没有电脑了,Keine Computer mehr übrig,Não sobrou nenhum computador,Aucun ordinateur restant,Компьютеров не осталось,남은 컴퓨터 없음
Slain,Slain,,,Asesinado,杀死,Getötet,Assassinado,Tué,Убит,살해됨
CopPoints,Marks,,,Marcas,警徽,Marken,Marcas,Marques,Отметки,표시
NoWayToFund,No Way to Fund,,,No hay manera de financiar,本层没有途径进行赞助了,Keine Finanzierungsmöglichkeit,Não há como financiar,Aucun moyen de financer,Невозможно финансировать,자금 조달 방법 없음
BigQuestRequirementsChanged,Big Quest Requirements Changed!,,,¡Cambiaron los requerimientos de la Gran Misión!,大任务的要求改变了！,Anforderungen Große Aufgabe geändert!,Requisitos da grande missão alterados!,Les prérequis de la Grosse quête ont changé !,Требования к основной миссии изменились!,빅 퀘스트 요구 사항이 변경되었습니다!
BigQuestBonusFloor,Big Quest (Floor),,,Gran Misión (planta),完成本层的大任务,Große Aufgabe (Abschnitt),Grande Missão (Andar),Grosse quête (Rez-de-chaussée),Основная миссия (этаж),빅 퀘스트(층)
BigQuestBonusSlums,Big Quest (Slums),,,Gran Misión (barrios marginales),大任务完成（贫民区）,Große Aufgabe (Slums),Grande Missão (Favela),Grosse quête (Bidonville),Основная миссия (трущобы),빅 퀘스트(빈민가)
BigQuestBonusIndustrial,Big Quest (Industrial),,,Gran Misión (Industrial),大任务完成（工业区）,Große Aufgabe (Industriegebiet),Grande Missão (Industrial),Grosse quête (Zone industrielle),Основная миссия (завод),빅 퀘스트(산업)
BigQuestBonusPark,Big Quest (Park),,,Gran Misión (parque),大任务完成（公园区）,Große Aufgabe (Park),Grande Missão (Parque),Grosse quête (Parc),Основная миссия (парк),빅 퀘스트(공원)
BigQuestBonusDowntown,Big Quest (Downtown),,,Gran Misión (centro),大任务完成（商业区）,Große Aufgabe (Innenstadt),Grande Missão (Centro da Cidade),Grosse quête (Centre-ville),Основная миссия (деловой центр),빅 퀘스트(다운타운)
BigQuestBonusUptown,Big Quest (Uptown),,,Gran Misión (zona residencial),大任务完成（住宅区）,Große Aufgabe (Nobelviertel),Grande Missão (Bairro Classe A),Grosse quête (Quartiers chics),Основная миссия (пригород),빅 퀘스트(업타운)
BigQuestBonusGame,Completed Big Quest!,,,¡Completaste una Gran Misión!,成功完成本局游戏大任务！！,Abgeschlossene Große Aufgabe!,Grande Missão concluída!,Grosse quête accomplie !,Основная миссия завершена!,빅 퀘스트를 완료했습니다!
BigQuestCompleted,Big Quest Completed,,,Gran Misión completada,大任务已经完成,Große Aufgabe abgeschlossen,Grande Missão concluída,Grosse quête accomplie,Основная миссия завершена,빅 퀘스트 완료
P1,P1,,,J1,P1,S1,J1,J1,И1,P1
P2,P2,,,J2,P2,S2,J2,J2,И2,P2
P3,P3,,,J3,P3,S3,J3,J3,И3,P3
P4,P4,,,J4,P4,S4,J4,J4,И4,P4
Remove,Remove,,,Eliminar,移除,Entfernen,Remover,Supprimer,Удалить,삭제
SkipTutorialPrompt,Are you sure you want to end the tutorial?  (Tutorial can be replayed from Home Base),,,¿Seguro que quieres terminar el tutorial? (Puedes reproducir el tutorial desde la Base),你确定结束教程吗？（在大本营可以重新启动教程）,"Bist du sicher, dass du das Tutorial beenden möchtest? (Tutorial kann von der Heimatbasis aus erneut gespielt werden)",Tem certeza que deseja encerrar o tutorial? (O tutorial pode ser repetido da Base de Operações),Voulez-vous vraiment quitter le tutoriel ? (Le tutoriel peut être rejoué depuis la base),Закончить обучение? (Обучение можно запустить еще раз на базе.),튜토리얼을 종료하시겠습니까? (튜토리얼은 홈베이스에서 재생할 수 있습니다)
SaveSlot,Save Slot,,,Ranura de guardado,存档槽,Speicherslot,Espaço de Salvar,Emplacement de sauvegarde,Ячейка сохранения,슬롯 저장
SaveSlotWarning,Are you sure you want to change your Save Slot?,,,¿Estás seguro de que deseas cambiar tu Ranura de guardado?,你确定要更改你的存档槽吗？,"Bist du sicher, dass du deinen Speicherslot ändern möchtest?",Tem certeza de que deseja alterar seu Espaço de Salvar?,Voulez-vous vraiment changer votre emplacement de sauvegarde ?,Изменить ячейку сохранения?,저장된 슬롯을 삭제하시겠습니까?
SaveSlotCantChange,Save Slot can only be changed from the Main Menu,,,La ranura de guardado solo se puede cambiar desde el menú principal,存档槽只能在主菜单处更改。,Der Speicherslot kann nur im Hauptmenü geändert werden,O Espaço de Salvar só pode ser alterado no Menu Principal,L'emplacement de sauvegarde peut être changé uniquement depuis le Menu principal,Ячейку сохранения можно изменить только в главном меню,저장 슬롯은 메인 메뉴에서만 변경할 수 있습니다.
ChangeSaveSlotButton,Change Save Slot,,,Cambiar ranura de guardar,更改存档槽,Speicherslot ändern,Alterar Espaço de Salvar,Changer l'emplacement de sauvegarde,Изменить ячейку сохранения,저장 슬롯 변경
ChangeSaveSlotButton_Instr,Do you have other people in your house?  Does sharing make you angry?  Give them their own save slot!,,,¿Hay otras personas en tu casa? ¿Compartir te hace enojar? ¡Dales su propia ranura de guardar!,你房间里还有别人吗？你是否不想要共享存档？干脆给他们自己的存档槽吧！,Du hast noch andere Leute im Haus? Das Teilen macht dich wütend? Gib ihnen ihren eigenen Speicherslot!,Tem outras pessoas em sua casa? Você não gosta de dividir? Dê a eles um espaço de salvar só para eles!,Vous recevez des invités ? Partager vous énerve ? Donnez-leur leur propre emplacement de sauvegarde !,Дома есть кто-то еще? Терпеть не можешь делиться? Выдели другим отдельную ячейку сохранения!,집에 다른 사람들이 있나요? 공유 때문에 화가 나세요? 그들에게 저장 슬롯을 주세요!
Kick,Kick,,,Expulsar,踢出,Rauswerfen,Chute,Éjecter,Выгнать,킥
Ban,Ban,,,Suspender,封禁,Sperren,Banir,Bannir,Заблокировать,차단
WhichPlayerKick,"Type ""/kick 1"", ""/kick 2"", etc., or ""/kick <player name>""",,,"Escribe ""/kick 1"", ""/kick 2"", etc., o ""/kick <player name>""","输入 ""/kick 1"", ""/kick 2""或者 ""/kick <player name>""来踢出玩家。","Tippe ""/kick 1"", ""/kick 2"", etc. oder ""/kick <spielername>""","Digite ""/kick 1"", ""/kick 2"", etc., ou ""/kick <player name>""","Saisissez ""/kick 1"", ""/kick 2"", etc., ou ""/kick <nom du joueur>""","Набери «/kick 1», «/kick 2» и т. д. или «/kick <имя игрока>»","""/kick 1"", ""/kick 2"", 등, 또는 ""/kick <player name>"" 입력"
NoPlayersToKick,(No players to kick!),,,(¡No hay jugadores para expulsar!),（没有玩家可供踢出！）,(Keine Spieler zum Rauswerfen!),(Nenhum jogador para expulsar!),(Aucun joueur à expulser !),(Выгонять некого!),(강퇴할 플레이어 없음!)
Banned,You were banned from the game,,,Te suspendieron del juego,你被这个房间封禁了。,Du wurdest im Spiel gesperrt,Você foi banido deste jogo,Vous avez été banni de la partie,Тебя заблокировали в этой игре,게임에서 강퇴되었습니다.
MultMsg_BannedPlayer,was banned from the game. Byeee!,,,fue suspendido del juego. ¡Adióoooos!,被房间封禁了，拜拜喽！,wurde im Spiel gesperrt. Tschüssiiiii!,foi banido do jogo. Tchau tchau!,"a été banni de la partie. Allez, au revoir !",получает блокировку в игре. Пока-пока!,게임에서 강퇴되었습니다. 안녕!
Chat_HelpBan,/ban - Ban a player from the game (host only),,,/ban - Suspender a un jugador del juego (solo puede hacerlo el anfitrión),/ban将一名玩家封禁（只有房主可以使用）,/ban – Spieler im Spiel sperren (nur Host),/ban - Bane um jogador do jogo (apenas host),/ban - bannissez un joueur de la partie (hôte uniquement),«/ban» — заблокировать игрока в игре (только для хоста).,/ban - 게임에서 강퇴(호스트 전용)
WhichPlayerBan,"Type ""/ban 1"", ""/ban 2"", etc., or ""/ban <player name>""",,,"Escribe ""/ban 1"", ""/ban 2"", etc., o ""/ban <player name>""","输入 ""/ban 1"", ""/ban 2""或 ""/ban <player name>""来封禁玩家。","Tippe ""/ban 1"", ""/ban 2"", etc. oder ""/ban <spielername>""","Digite ""/ban 1"", ""/ban 2"", etc., ou ""/ban <player name>""","Saisissez ""/ban 1"", ""/ban 2"", etc., ou ""/ban <nom du joueur>""","Набери «/ban 1», «/ban 2» и т. д. или «/ban <имя игрока>»","Type ""/ban 1"", ""/ban 2"", 등, 또는 ""/ban <player name>"" 입력"
NoPlayersToBan,(No players to ban!),,,(¡No hay jugadores para suspender!),（没有玩家可供封禁！）,(Keine Spieler zum Sperren!),(Nenhum jogador para banir!),(Aucun joueur à bannir !),(Блокировать некого!),(강퇴할 플레이어 없음!)
DrinksServed,Drinks Served,,,Bebidas servidas,接受过酒水服务的,Servierte Getränke,Bebidas Servidas,Boissons servies,Напитки поданы,음료수 제공
Freed,Freed,,,Liberados,解放的,Befreit,Libertados,Libéré,Освобожден,해방됨
Robbed,Robbed,,,Robados,窃取的,Ausgeraubt,Roubados,Volé,Ограблен,강탈됨
Defeat,Defeat,,,Derrota,击败的,Besiege,Derrota,Terrassez,Победить,패배
Entertained,Entertained,,,Entretenidos,听过笑话的,Unterhalten,Entretidos,Diverti,Развлечен,즐거운
Enslave,Enslave,,,Esclavizar,奴役,Versklaven,Escravo,Réduire en esclavage,Поработить,노예
Destroyed,Destroyed,,,Destruido,被摧毁的,Zerstört,Destruído,Détruit,Уничтожено,파괴됨
KillWerewolf,Kill Werewolf,,,Matar al hombre lobo,杀死狼人,Töte den Werwolf,Matar Lobisomem,Tuez le loup-garou,Убить вервольфа,워울프 처치
KilledWerewolf,Killed Werewolf,,,Mató al hombre lobo,消灭掉的狼人,Getöteter Werwolf,Lobisomem Morto,Loup-garou tué,Вервольф убит,워울프 처치됨
CannibalEat,Eat,,,Comer,吃掉,Essen,Comer,Manger,Съесть,먹기
ChallengeToFight,I Challenge You!,,,¡Te desafío!,来决斗吧！,Ich fordere dich heraus!,Desafio você!,Je vous défie !,Я вызываю тебя на бой!,도전 신청!
ChangeUser,Change User,,,Cambiar usuario,更改用户,Benutzer wechseln,Alterar usuário,Changer d'utilisateur,Сменить пользователя,사용자 변경
Chat_Welcome_PS4,Yo!  Welcome to Streets of Rogue Multiplayer!  Press the R3 button to chat!,,,¡Ey! ¡Bienvenido a Streets of Rogue multijugador! ¡Presiona el botón R3 para chatear!,呦呵！欢迎来到《Streets of Rogue》的多人模式！按下 R3 键开始聊天！,"Hey! Willkommen beim Mehrspielermodus von Streets of Rogue! Drücke R3, um zu chatten!",Mano! Boas-vindas ao modo Multijogador do Streets of Rogue! Pressione o botão R3 para entrar no bate-papo!,Yo ! Bienvenue dans le multijoueur de Streets of Rogue ! Appuyez sur le bouton R3 pour discuter !,"Йоу! Добро пожаловать в мультиплеер Streets of Rogue! Чтобы открыть чат, нажми кнопку R3!",반가워요! Streets of Rogue 멀티플레이어에 오신 것을 환영합니다! 채팅하려면 R3 버튼을 누르십시오!
