STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
MindControlled,Mind Controlled,,Controlado mentalmente,受到精神控制,Gedanken kontrolliert,Mente Controlada,Contrôlé mentalement,Зомбированный,정신 지배당함
MindControlling,Mind Controlling,,Controlador mental,正进行精神控制,Kontrolliert Gedanken,Controla Mentes,Contrôlant mentalement,Контролирование разума,정신 지배 중
CopsDontCare,Cops Don't Care,,Indiferencia policial,警察并不在意,Ist den Cops egal,A Polícia Não Liga,Les flics s'en fichent,Копам все равно,무관심한 경찰
StompLessDamage,Safe Stomp,,Pisotón seguro,安全踩踏,Tresor-Stampfer,Pisada Segura,Piétinement sécurisé,Тихий топот,안전한 짓밟기
StompDamagesAgents,Aftershocked,,Temblor secundario,遭遇余震,Nachbeben,Abalado,Après-choc,Потрясение,여진
BiggerStompRadius,Good Vibrations,,Buenas vibras,良好振动,Gute Stimmung,Boas Vibrações,Bonnes vibes,Сильные вибрации,훌륭한 진동
MusicianTakesLessHealth,Blood of Steel,,Sangre de acero,钢铁之血,Blut aus Stahl,Sangue de Aço,Sang d'acier,Стальная кровь,강철의 피
MoreMoneyFromDeliveries,Surging,,Propinas,激增,Steigend,Maré Alta,Bonne paye,Чаевые,호황
MoreTimeForDeliveries,Leisurely Ride,,Reparto relajante,悠闲旅程,Gemächliche Fahrt,Passeio Tranquilo,Course pépère,Неспешная поездка,느긋한 라이딩
LowerCostRemoteBombs,Bomb Baker,,MacGyver,炸弹烘焙师,Bombenbastler,Bombista,Artificier,Пиротехник,폭탄 제작자
BigRemoteBombExplosions,Big Bang,,Big Bang,大爆炸,Urknall,Big Bang,Big Bang,Большой взрыв,빅뱅
NPCsDontNoticeRemoteBombs,Sneaky Bomber,,Artificiero sigiloso,潜行投弹手,Gewiefter Bomber,Bombista Furtivo,Bombeur discret,Неуловимый подрывник,은밀한 폭탄마
LaserMorePowerful,Power Lasers,,Láser potente,强力激光,Powerlaser,Laser de Energia,Lasers puissants,Мощные лазеры,강력한 레이저
LaserGunChargesFaster,Blazing Lasers,,Láseres fugaces,炽热激光,Feuerlaser,Lasers de Fogo,Lasers express,Молниеносные лазеры,불타는 레이저
OilRestoresMoreHealth,Oil Less Essential,,Aceites esenciales,燃油重要性降低,Öl weniger essentiell,Requer Menos Óleo,Essence de vie,Меньше бензина,기름 필수
BiggerMindControlRadius,Groupies,,Groupies,狂热追随者,Groupies,Fãs,Groupies,Столпотворение,군중
MindControlledDamageMore,Puppet Power,,Marioneta asesina,傀儡威力,Puppenpower,Energia de Fantoche,Pouvoir de marionnettes,Яростные марионетки,꼭두각시의 힘
MindControlledResistDamage,Thick-Skinned Pawn,,Peón resistente,厚脸皮人质,Dickhäuter,Peão Casca-grossa,Pions résistants,Толстокожие пешки,두꺼운 피부의 졸개
MindControlledWalkThroughWalls,Power Walkers,,Caminantes espectrales,强力行者,Powerwalkers,Errante Energético,Passe-partout,Безудержные ходоки,강력한 걸음걸이
MechHateTrait,Scumbag Slaughterer,,Aplastaescoria,人渣屠戮者,Drecksackschlächter,Matador Desprezível,Assassin d'ordures,Гроза преступности,쓰레기 학살자
,,,,,,,,,
CopsDontCare_Chinese,Enforcers Don't Care,,,执法者并不在意,,,,,
teststatuseffect,xx,,,,,,,,
