STRING_ID,English,Translation,Spanish,Chinese,German,Brazilian,French,Russian,Korean
Wanted,Law enforcement attacks you on sight,,Los oficiales del orden público te atacarán apenas verte.,执法人员看到你就会发起攻击,Die Polizei greift dich bei Sichtkontakt an,As autoridades policiais atacam você assim que lhe veem,Les forces de l'ordre vous attaquent à vue,Копы атакуют тебя без вопросов,법 집행관이 당신을 공격합니다.
BigMuscles,"Taking steroids on the regular makes you super strong, but can cause 'Roid Rage!  You'll randomly have uncontrollable angry outbursts.",,"Tomar esteroides constantemente te hace super fuerte, ¡pero también puede causar ""Furia de Esteroides""! Sufrirás incontrolables arrebatos de ira.",定期服用类固醇会让你变得超级强壮，但也会导致“类固醇癫狂症”！你将无法控制体内的洪荒之力，随时可能爆发。,"Regelmäßiges Einnehmen von Steroiden macht dich superstark, kann aber Roid-Rage hervorrufen! Du wirst zufällig unkontrollierte Wutausbrüche haben.","Tomar esteróides regularmente faz com que você fique mais forte, mas pode causar ""Fúria dos Esteróides""! Você terá, ocasionalmente, ataques de raiva incontroláveis.","Prendre régulièrement des stéroïdes vous rend super fort, mais peut entraîner une Rage de roïdes. Vous aurez droit à des accès de rage incontrôlables.",Регулярный прием стероидов сделал тебя очень сильным! Но есть один побочный эффект: стероидная ярость. Ты бесконтрольно срываешься на случайных людей. И просто так.,"평소에 스테로이드를 복용하면 엄청 강해지지만, '로이드 레이지'를 일으킵니다! 무작위로 생겨나는 통제할 수 없는 분노의 폭발을 경험할 것입니다."
RoidRage,Become Enraged at random times,,Enfurécete de forma aleatoria,可能随时进入暴怒状态,Werde zu zufälligen Zeitpunkten wütend,Enfuressa-se ocasionalmente,Devenez aléatoirement Enragé,Случайным образом получаешь эффект Ярость,이따금씩 분노에 휩싸이게 됩니다.
UnlockedDoors,"The Mayor instituted a ""Friendly Neighbor"" policy where people must legally keep their doors unlocked.  But he didn't say anything about Door Detonators.",,"El Alcalde implementó una política de ""Vecino amigo"" por la cual las personas deben mantener sus puertas cerradas con llave por ley. Pero no dijo nada sobre Detonadores de puertas.",市长发起了“友好睦邻”政策，依法律规定，各家各户的门都不能上锁。但他没有提到关于破门雷管的事。,"Der Bürgermeister hat das Programm „Freundlicher Nachbar“ eingeführt, wobei jeder rechtlich dazu verpflichtet ist, seine Türen unverschlossen zu lassen. Aber über Türsprenger hat er nichts gesagt.","O Prefeito instituiu uma política da ""Vizinhança Amigável"" onde as pessoas devem manter legalmente suas portas destrancadas. Mas ele não falou nada sobre Detonadores de Porta.","Le Maire a instauré une politique de ""Voisinage amical"", empêchant légalement les gens de verrouiller leurs portes. Mais rien n'empêche d'installer des Détonateurs de porte.","Мэр издал указ «О любви к соседу своему», который обязует всех держать двери открытыми. Но в нем ничего не сказано про минирование дверей.","시장은 사람들이 합법적으로 문을 잠그지 않은 상태로 두어야 하는 ""친근한 이웃"" 정책을 시행했습니다. 하지만 문 기폭 장치에 대해서는 아무 말도 하지 않았습니다."
FindMoreGuns,You want more guns?  Have some!  But it's only fair that everyone else gets some too (starting next floor).  And they're better at using them.,,¿Quieres más armas? ¡Aquí tienes! Pero también es justo que todos los demás las tengan también (a partir de la próxima planta). Y las usan mejor que tú.,想要更多枪吗？这里有一些！但只有每个人都拿一些才公平（从下一层开始）。他们更擅长用枪。,"Du willst mehr Waffen? Hol dir welche! Aber es ist nur fair, dass alle anderen auch welche bekommen (ab dem nächsten Abschnitt). Und die anderen können sie besser benutzen.",Você quer mais pistolas? Pegue algumas! Mas é justo que todos os outros também peguem (começando pelo próximo andar). E eles usam elas melhor do que você.,Vous voulez plus de flingues ? Prenez-en ! Mais ne vous étonnez pas si tout le monde en reçoit aussi (à partir de l'étage suivant). Et ils savent mieux s'en servir.,Хочешь больше оружия? Пожалуйста! Но давай по-честному: со следующего этажа у всех будет больше пушек. И используют они их получше тебя.,총을 더 원해요? 가져요! 하지만 다른 모든 사람들도 총을 얻어야만 공평하죠(다음 플로어부터). 그리고 그들은 총을 사용하는 데 더 능숙해요.
IncreaseStatEvery2Levels,"A random stat gains a point every other level-up, starting with level 2",,"Obtienes un punto en una habilidad al azar cada dos niveles, comenzando con el nivel 2",每升两级，一项随机属性就会增长 1 点，从第 2 级开始,"Ein zufälliger Statuseffekt erhält einen Punkt bei jedem zweiten Levelanstieg, beginnend bei Level 2","Uma estatística aleatória ganha um ponto sempre que você subir de nível, começando com o nível 2","Une statistique choisie aléatoirement gagne un point à chaque gain de niveau, à partir du niveau 2",Начиная со второго уровня вместе с уровнем ты получаешь +1 к случайной характеристике,임의의 통계에서는 레벨 2부터 레벨 상승 시 포인트를 얻습니다.
LevelFeelingKiller_Desc,A killer robot is out to get you!,,¡Un robot asesino va a por ti!,机器人杀手来追杀你了！,Ein Mörderroboter ist hinter dir her!,Um matador de robôs está atrás de você!,Un robot tueur est lancé à vos trousses !,За тобой гонится робот-убийца!,킬러 로봇이 당신을 잡으러 갑니다!
LevelFeelingRiot_Desc,Lots of rioters are causing chaos in the streets!,,¡Las calles están llenas de manifestantes generando caos!,许多暴徒正在街头制造混乱！,Viele Randalierer sorgen für Chaos auf den Straßen!,Vários desordeiros estão causando caos nas ruas!,Beaucoup d'émeutiers foutent le bazar dans les rues !,"На улицах беспорядки, люди восстали!",엄청 폭도들이 거리에서 혼란을 일으키고 있어요!
LevelFeelingHarmAtIntervals_Desc,Radiation rains down upon all outdoor areas every 20 seconds!,,¡Cada 15 segundos llueve radiación en todas las áreas exteriores!,每隔 15 秒，所有室外区域都会降下辐射之雨！,Strahlung regnet alle 15 Sekunden auf alle Außenbereiche herab!,A cada 15 segundos chove radiação sobre as áreas externas!,Des radiations pleuvent sur les zones extérieures toutes les 15 secondes !,Улицу каждые 15 секунд облучает радиация!,15초마다 방사능 비가 모든 야외 영역에 내립니다!
LevelFeelingDropBombs_Desc,Bombs are falling from the sky!,,¡Caen bombas del cielo!,炸弹从天呼啸而降！,Bomben fallen vom Himmel!,As bombas estão caindo do céu!,Il pleut des bombes !,С неба сыпятся бомбы!,폭탄이 하늘에서 떨어지고 있어요!
LevelFeelingFindBombs_Desc,Find a bunch of hidden bombs before they decimate the area!,,¡Encuentra un montón de bombas ocultas antes de que destruyan la zona!,在他们毁灭这个地区前，找到一堆隐藏的炸弹！,"Finde eine Reihe versteckter Bomben, bevor sie den Bereich lichten!",Encontre várias bombas escondidas antes que elas destruam a área!,Trouvez le plus possible de bombes cachées avant qu'elles ne détruisent la zone !,"Найди несколько спрятанных бомб прежде, чем они взорвут тут все к чертовой матери!",그 영역을 모조리 파괴하기 전에 숨겨진 폭탄 더미를 찾아요!
LevelFeelingMines_Desc,Mines are hidden everywhere!,,¡Hay minas escondidas por todas partes!,任哪都埋藏着地雷！,Überall sind Minen versteckt!,As minas estão escondidas por todo os lugares!,Des mines sont enterrées partout !,Повсюду заложены мины!,지뢰가 사방에 숨겨져 있어요!
LevelFeelingZombies_Desc,Zombies.  'Nuff said.,,Zombis. ¿Qué más decir?,僵尸。无需多言，自己体会。,Zombies. Genug gesagt.,Zumbis. Basta dizer isso.,Zombis. Pas la peine d'en dire plus.,Зомби. Что непонятного?,좀비들. 더 이상 무슨 말이.
LevelFeelingGiants_Desc,Giants are strolling around like they own the place!,,¡Hay gigantes andando a sus hanchas como si fueran los dueños del lugar!,巨人们四处闲逛，简直就把这儿当成了自己的家！,"Riesen laufen überall herum, als wäre das hier ihr Reich!",Os gigantes estão passeando como se fossem donos do lugar!,Des géants se promènent comme s'ils étaient chez eux !,Гиганты чувствуют себя как дома!,거인들이 마치 자기 집인 양 거닐고 있어요.
LevelFeelingWarZone_Desc,There's a war going on in the streets!,,¡Hay una guerra en las calles!,街头正上演一场战争！,In den Straßen ist Krieg ausgebrochen!,Tem uma guerra acontecendo nas ruas!,C'est la guerre dans les rues !,На улицах настоящая война!,거리에서 전쟁이 일어나고 있어요!
LevelFeelingLockdown_Desc,Police have locked down the city.  They won't be happy you're out and about!,,Policía ha bloqueado la ciudad. ¡No estarán contentos de verte caminando a tus anchas!,警察封锁了这座城市。如果你出去惹事，他们会不高兴的！,"Die Polizei hat die Stadt gesperrt. Sie wird nicht sehr glücklich darüber sein, dass du draußen unterwegs bist!",A polícia bloqueou a cidade. Eles não ficarão feliz por você estar livre leve e solto!,La police impose un couvre-feu en ville. Ils ne vont pas aimer vous voir vous balader !,"Полиция объявила комендантский час. Им не понравится, что ты тут шатаешься!",경찰이 도시를 봉쇄했어요. 그들은 당신이 나다니는 걸 좋아하지 않을 겁니다!
LevelFeelingAliens_Desc,"Aliens have invaded, and their probing hand is quivering in anticipation!",,"Los extraterrestres nos han invadido, ¡y sus dedos-sonda ya están excitados de anticipación!",外星人入侵，不出所料，他们果然长着长长的触手！,"Aliens sind eingefallen, ihre bohrende Hand zittert vor Vorfreude!","Os extraterrestres invadiram, e a mão examinadora deles deve estar tremendo de antecipação!","Les extraterrestres attaquent, et leurs sondes inquisitrices frémissent par anticipation !",Пришельцы наконец-то вторглись на Землю и просто жуть как хотят залезть кому-нибудь в черепушку!,"외계인이 침공했고, 그들의 탐욕의 손길이 기대 속에 떨고 있습니다!"
LevelFeelingHaunted_Desc,All the spooky creatures on the city have come out to scare up some carnage!,,¡Todas las criaturas espeluznantes de la ciudad han salido para hacer una carnicería!,这座城市的所有恐怖的怪物都出门了，准备来一场屠杀盛宴！,"Alle gruseligen Kreaturen in der Stadt sind herausgekommen, um für ein bisschen Gemetzel zu sorgen!",Todas as criaturas assustadoras na cidade saíram para criar uma carnificina!,Toutes les créatures effrayantes de la ville sont de sortie pour faire un carnage !,"Все потусторонние сущности города выползли на улицы, чтобы устроить резню!",도시의 모든 무시무시한 창조물들이 대학살을 만들어 내기 위해 나왔습니다!
LevelFeelingPowerOutage_Desc,"The power is out, and you are likely to be eaten by a Grue!",,"¡Se cortó la energía, y es probable que te coma un Grue!",停电了，你很可能要被战栗怪吃掉！,Der Strom ist aus und du wirst wahrscheinlich von einem Schauder verzehrt!,"Faltou energia, e é provável que você seja comido por um Grue!","Plus d'électricité, et vous avez de bonnes chances de vous faire bouffer par une Grue !","Нет света и тебя, скорее всего, сожрет монстр!",힘이 빠졌고 Grue에게 먹힐 가능성이 있습니다!
LevelFeelingFumigation_Desc,"The floor is being fumigated, but who knows what the fumes will do to a human!",,"Están fumigando la planta, pero ¡quién sabe qué le harán esos gases a un humano!",这一层雾气弥漫，谁知道这些气体对人类有什么影响呢！,"Der Abschnitt wird ausgeräuchert, aber wer weiß, was das Räuchern mit einem Menschen anstellt!","O andar está sendo fumegado, mas ninguém sabe o que a fumaça causará a um humano!","L'étage est fumigé, mais qui sait comment les humains réagissent aux fumées !","На этаже проводится фумигация и кто знает, что эта отрава сделает с человеком!","이 플로어는 훈증 중이지만, 어떤 연기가 인간에게 가해질지 누가 알겠어요!"
LevelFeelingTraps_Desc,A young scoundrel has booby trapped the entire floor!,,¡Un joven sinvergüenza ha puesto trampas en toda la planta!,一个年轻的恶棍把呆子困在了这这一层！,Ein junger Schurke hat den ganzen Abschnitt mit Sprengfallen versehen!,Um jovem malandro colocou armadilhas por todo o andar!,Un jeune vaurien a piégé tout l'étage !,Какой-то мелкий говнюк усыпал весь этаж растяжками!,젊은 건달이 전체 플로어에 위장 폭탄을 설치했어요!
LevelFeelingHitSquads_Desc,Hit squads are patrolling the floor!,,¡Escuadrones de la muerte patrullan la planta!,杀手小队正在这一层巡逻！,Mordkommandos patrouillieren in diesem Abschnitt!,Os esquadrões da morte estão patrulhando todo o andar!,Des tueurs patrouillent l'étage !,Этаж патрулируется отрядами головорезов!,히트 스쿼드가 플로어를 순찰하고 있어요!
LevelFeelingCrimeWave_Desc,,,,,,,,,
LevelFeelingEscort_Desc,Escort a whiny Resistance Leader across the level!,,¡Escolta un quejoso líder de la resistencia a través del nivel!,护送满腹牢骚的抵抗组织领袖过关！,Eskortiere einen weinerlichen Anführer des Widerstands durch das Level!,Escolte o chorão do Líder da Resistência pelo nível!,Escortez un chef de la Résistance pleurnicheur sur tout le niveau !,Тебе нужно обеспечить безопасность лидера Сопротивления (который постоянно ноет)!,레벨 전반에서 투덜대는 저항군 리더를 에스코트하세요!
TwitchMystery,Twitch viewers vote on your reward!,,¡Los televidentes de Twitch votan para elegir tu premio!,Twitch 观众会投票决定你的奖励！,Twitch-Zuschauer stimmen über deine Belohnung ab!,Os espectadores do Twitch votam para definir sua recompensa!,Les spectateurs de Twitch votent pour votre récompense !,Твою награду голосованием определяют зрители в Twitch!,보상에 대한 뷰어 투표를 끌어들이세요!
InDebt,"You'd better pay this back at an ATM or Bank, or face potentially deadly consequences! Also, interest.",,"¡Más vale que pagues esto en un cajero automático o banco, o sufrirás consecuencias potencialmente fatales! Además, intereses.",你最好在 ATM 或银行偿还这笔钱，否则可能面对致命的后果！另外，还有利息。,"Das zahlst du besser an einem Geldautomaten oder bei einer Bank zurück, sonst könnte es potentiell tödliche Konsequenzen haben! Auch die Zinsen.","Melhor pagar por essa divida em um Caixa Eletrônico ou Banco, ou encare consequências potencialmente mortais! Além disso, os juros.","Vous feriez mieux de rembourser ça à un distributeur automatique ou dans une banque, ou vous en subirez les conséquences mortelles ! Et des intérêts.",Тебе бы лучше заплатить по-хорошему — в банке или банкомате… А то сам понимаешь! Ну и проценты капают.,"ATM 또는 은행에서 이걸 갚는 게 좋죠, 그렇지 않으면 잠재적으로 치명적인 결과가 나올 수 있어요! 이자도 함께."
InDebt2,"If you don't pay this back at an ATM or Bank before the end of the floor, you might have a problem.",,"Si no pagas esto en un cajero automático o banco antes del fin de la planta, podrías tener un problema.",如果你没有在这层结束前在 ATM 或银行偿还这笔钱，可能会遇到问题。,"Wenn du das vor Ende des Abschnitts nicht an einem Geldautomaten oder bei einer Bank zurückzahlst, könntest du ein Problem bekommen.","Se você não pagar sua dívida em um Caixa Rápido ou Banco antes de concluir o andar, você pode ter problemas.","Si vous ne remboursez pas ça à un distributeur automatique ou dans une banque avant la fin de l'étage, vous pourriez avoir un problème.","Если не расплатишься в банке или банкомате до похождения этажа, у тебя могут быть проблемы.",플로어 끝에 다다르기 전에 ATM 또는 은행에서 갚지 않으면 문제가 발생할 수 있어요.
InDebt3,There are killers after you. And not the nice kind. Get rid of them by paying off your debt at an ATM or Bank.,,Hay asesinos tras de ti. Y no del tipo simpático. Paga tu deuda en un cajero automático o banco para deshacerte de ellos.,你后面有杀手。而且不是友善的那种。前往 ATM 或银行偿还你的债务来摆脱他们。,"Mörder sind hinter dir her. Und nicht die netten. Du wirst sie los, wenn du deine Schulden an einem Geldautomaten oder bei einer Bank bezahlst.",Existem assassinos atrás de você. E não do tipo bonzinho. Livre-se deles pagando sua dívida em um Caixa Rápido ou Banco.,Des tueurs sont à vos trousses. Et pas les plus sympas. Débarrassez-vous en en remboursant votre dette à un distributeur automatique ou dans une banque.,"За тобой послали убийц. И этим ребятам доброта неведома. Чтобы избавиться от них, выплати долг в банке или банкомате.",당신을 쫓는 킬러들이 있어요. 성질이 더러운 놈들이죠. ATM 또는 은행에서 빚을 갚아 그들을 처치하세요.
CanBorrowMoney,"Borrow money from Drug Dealer, Shopkeeper, Bartender, Clerk, and others at lower interest rates than normal",,"Toma dinero prestado del traficante de drogas, el comerciante, el empleado y otros a intereses menores que los normales",以低于常价的利息从毒贩、店主、调酒师、职员和其他角色那里借钱,"Geld leihen vom Drogendealer, Ladeninhaber, Barkeeper, Angestellten und anderen zu niedrigeren Zinssätzen als den üblichen","Pegue dinheiro emprestado com o Traficante, Comerciante, Barman, Atendente e outros a uma taxa de juros menor do que o normal","Empruntez de l'argent auprès d'un Trafiquant de drogue, d'un Commerçant, d'un Barman, d'un Employé ou d'autres personnes, et profitez de taux d'intérêt inférieurs à la normale","Занять деньги у наркоторговца, лавочника, бармена, клерка и других можно под меньший процент","마약 거래상, 상점 점원, 바텐더, 출납원 및 다른 사람들로부터 평소보다 낮은 이자율로 자금을 빌리십시오."
CantInteract,"Can't interact with objects or use items, except for food and drinks",,"No puedes interactuar con objetos o usar artículos, excepto alimentos y bebidas",除了食物和饮料外，无法与其他物品互动，也无法使用它们,"Du kannst nicht mit Objekten interagieren oder Gegenstände benutzen, außer Speisen und Getränke","Não dá para interagir com objetos ou usar itens, exceto alimentos e bebidas","Impossible d'interagir ou d'utiliser des objets, à part la nourriture et les boissons","Не может взаимодействовать с объектами и использовать предметы, за исключением еды и питья",음식과 음료를 제외하고는 아이템을 사용하거나 개체와 대화할 수 없습니다.
,,,,,,,,,
Nugget,Exchange these for cool stuff in the Home Base.,,Cambia estos por cosas interesantes en la Base.,去大本营把这些鸡块换成炫酷的东西。,Die kannst du in der Heimatbasis gegen coole Sachen eintauschen.,Troque este por coisas legais na Base de Operação.,Échangez ça contre des trucs cool dans votre Base.,Ты можешь обменять их на крутые вещи на Базе.,이것들을 홈 베이스에서 멋진 물건과 교환하세요.
KnockbackLess2,"Knockback from damage is severely decreased, bullets don't cause knockback",,"Reduce sensiblemente el retroceso por daño, las balas no causan retroceso",大幅降低了伤害的击退效果，子弹不会造成击退效果,"Rückstoß von Schaden wird stark verringert, Kugeln verursachen keinen Rückstoß","O recuo causado por dano é reduzido drasticamente, as balas não causam recuo","Les dégâts repoussent beaucoup moins de manière générale, les balles ne repoussent plus","Урон отбрасывает гораздо слабее, пули не отбрасывают совсем",데미지 거부가 많이 줄었습니다. 총알은 거부에 영향을 주지 않습니다.
KnockWeapons,Always knock an enemy's weapon out of their hands when they are blocking,,Siempre noqueas el arma de las manos de un enemigo cuando te bloquean,在敌人格挡时，肯定会击落他们手中的武器,"Einem Feind immer die Waffe aus den Händen schlagen, wenn diese blockieren",Sempre derrube a arma das mão de um inimigo quando ele estiverem bloqueando,Un ennemi est toujours désarmé quand il bloque,"Если враг ставит блок, ты всегда выбиваешь оружие у него из рук",적들이 공격을 차단하면 무기를 파괴합니다.
DestructionXP,Receive XP for each object and wall destroyed,,Recibe XP por cada objeto y pared destruidos,破坏物品和墙壁可以获得经验值,Erhalte für jedes zerstörte Objekt und jede zerstörte Wand Erfahrung,Receba XP por cada objetivo e parede destruída,Recevez des PX pour chaque objet ou mur détruit,Опыт за каждую разрушенную стену и предмет,파괴된 대상물과 벽에 대한 XP가 추가됩니다.
Fud,"""It's like food, but worse!""",,"""Es como la comida, ¡pero peor!""",“看起来像食物，不过味道差多了！”,"„Das ist wie Essen, nur schlimmer!“","""Parece comida, mas... pior!""","""C'est bourré de vitamines, mais ça a un goût de chiottes !""","«Это как еда, только хуже!»","""음식 같군요. 하지만 더 좋지 않아요!"""
LevelFeelingPlanetOfApes1,This Is Ape Town!,,¡Esto es Ciudad Simio!,欢迎来到人猿小镇！,Das hier ist die Stadt der Affen!,Esta é a Cidade dos Macacos!,Voici Le Chimp !,Город обезьян!,여기는 원숭이 마을입니다!
LevelFeelingPlanetOfApes2,Hide Your Bananas!,,¡Esconde tus bananas!,藏好你的香蕉！,Versteck deine Bananen!,Esconda Suas Bananas!,Cachez vos bananes !,Прячь бананы!,바나나를 감추세요!
LevelFeelingPlanetOfApes_Desc,Apes have overtaken this sector.  Damn them all to hell!,,Los simios han tomado este sector. ¡Malditos sean todos!,人猿已经占领了这个地区。让他们去死吧！,Affen haben diesen Abschnitt übernommen. Schick sie alle in die Hölle!,Os macacos tomaram este setor. Mande todos para o inferno!,Les singes ont pris le contrôle de ce secteur. Qu'ils soient maudits !,Этот сектор захватили обезьяны. Гореть им всем в аду!,원숭이들이 이 지역을 제압했습니다. 그들을 지옥으로 보내세요!
Electrocuted,,,,,,,,,
Wet,,,,,,,,,
Cannibalize,Feast on corpses to gain health,,Aliméntate con cadáveres para ganar salud,吃掉尸体来获得生命值,"Labe dich an Leichen, um Gesundheit zu gewinnen",Delicie-se com os cadáveres para ganhar energia,Nourrissez-vous des corps pour regagner de la santé,"Ешь трупы, чтобы восстановить здоровье",헬스를 확보하기 위한 시체 축제
CannibalizeRestoresHealth,Human meat is the only food that can restore your health.  Alcohol works too.,,La carne humana es la única comida que puede restaurar tu salud. El alcohol también funciona.,人肉是唯一可以恢复你生命值的食物。酒也行。,"Menschenfleisch ist die einzige Nahrung, die deine Gesundheit wiederherstellen kann. Alkohol geht auch.",Carne humana á o único alimento que pode restaurar sua energia. Álcool também funciona.,La viande humaine est la seule nourriture capable de vous rendre de la santé. L'alcool fonctionne aussi.,"Человеческое мясо — единственная пища, которая восстанавливает твое здоровье. Алкоголь тоже работает.",인육은 헬스를 회복할 수 있는 유일한 음식입니다. 알코올도 좋습니다.
Cannibal,"The result of inbreeding, toxic sludge pollution, and internet videos of animals being kept in tiny cramped spaces before being turned into fast food. The Cannibal finds it morally unjustifiable to eat animal meat, but it's just so tasty!  There's only so much tofu one can take before they snap.  Fun fact: Human meat is apparently very sweet tasting.",,"Es el resultado de la endogamia social, la contaminación de lodo tóxico y videos de internet de animales confinados a espacios pequeñitos y estrechos antes de convertirlos en comida rápida. El Caníbal considera moralmente injustificable comer carne animal, ¡pero es tan rica! De tanto comer tofu, uno termina perdiendo la cabeza. Dato curioso: aparentemente la carne humana tiene sabor dulce.",这是近亲结婚、毒性污泥污染和互联网动物保护视频（动物们被关在狭小的空间，然后被做成快餐）的结果。食人者认为食用动物的肉不合乎道德，但肉又太美味了！他们在疯掉前只能吃豆腐了。小知识：人肉非常美味呦！,"Das Ergebnis von Inzucht, Giftschlamm und Umweltverschmutzung und Internetvideos von Tieren, die in winzigen Käfigen gehalten werden, bevor aus ihnen Fastfood gemacht wird. Der Kannibale findet es moralisch nicht vertretbar, Tierfleisch zu verzehren, aber es schmeckt einfach so gut! Man kann nur eine bestimmte Menge Tofu essen, bevor man ausrastet. Lustige Tatsache: Menschenfleisch schmeckt offenbar sehr süß.","O resultado da endogamia, poluição com lama tóxica e vídeos da internet que mostram animais confinados em áreas apertadas antes de serem transformados em fast food. O Canibal acha que é moralmente injustificável comer carne animal, mas ela é tão deliciosa! Todo mundo tem seu limite de tofu antes de ficar lelé da cuca. Fato engraçado: A carne humana parece ter um sabor adocicado.","Le résultat de l'alliance subtile de la consanguinité, de la vase toxique et des vidéos d'animaux enfermés dans de toutes petites cages avant d'être transformés en pâte à burger. Le Cannibale trouve moralement injustifiable de manger de la viande animale, mais... c'est si bon ! Un être normalement constitué ne garde pas toute sa tête bien longtemps en ne se nourrissant que de tofu. Détail amusant : la viande humaine est apparemment délicieuse.","Результат кровосмешения, загрязнения токсическими отходами и видео о том, в каких ужасных условиях содержатся животные, прежде чем становятся фаст-фудом. Каннибал считает, что есть мясо животных неэтично... Но оно же такое вкусное! А если есть только тофу, то неизбежно слетишь с катушек. Забавный факт: у человеческого мяса сладковатый привкус.","그들이 패스트푸드로 변하기 전에 종족 교배, 독성 슬러지 오염, 비좁은 장소에 갇힌 동물이 등장하는 인터넷 영상. 카니발은 동물 고기 먹는 것이 도덕적으로 정의롭지 못한 것이지만 매우 맛이 좋습니다. 누구나 얻을 수 있는 두부만 많이 있을 뿐입니다. 펀 팩트: 인육은 명백하게 매우 달콤한 맛입니다."
StrengthSmall,Melee strength increased by a small amount,,Fuerza cuerpo a cuerpo aumentada un poco,小幅提高近战战斗力,Nahkampfstärke wird etwas erhöht,A força do ataque físico aumenta um pouco,La Force au corps-à-corps augmente légèrement,Немного увеличена сила в ближнем бою,약간 증가한 근접 공격 파워
Taser,"Gives your victim a shocking surprise.  Be careful around water, this is not a toy!",,"Le da a tu víctima una sorpresa electrizante. Ten cuidado si estás cerca del agua, ¡no es un juguete!",让敌人狠狠震惊一下。周围有水时要当心，这可不是玩具！,"Bringt deinem Opfer einen Überraschungsschock. Sei vorsichtig in der Nähe von Wasser, das ist kein Spielzeug!","Dá a sua vitima uma surpresa chocante. Cuidado quando estiver perto de água, isto não é um brinquedo!",Donne une surprise électrique à votre victime. Évitez l'eau : ce n'est pas un jouet !,"Сногсшибательный сюрприз для твоей жертвы. Осторожнее рядом с водой, это не игрушка!",희생자에게 충격적인 소식을 전하세요. 물 주변에서는 조심하세요. 장남감이 아닙니다!
Enslave,"Slap a Slave Helmet on someone who's been electrocuted with the Taser, or is otherwise dizzy. Be careful though, some Slaves may become mutinous!",,"Ponle un Casco de esclavo a alguien que haya sido electrocutado con la pistola paralizante o esté mareado por algún otro motivo. Pero ten cuidado, ¡algunos esclavos podrían amotinarse!",在被电击枪电晕的人头上装一个努力头盔，否么会感到眩晕。不过请小心，有些奴隶可能会变得富有攻击性！,"Setz jemandem, dem mit dem Taser ein Stromschlag verpasst wurde oder dem sonst irgendwie schwindlig ist, einen Sklavenhelm auf. Aber sei vorsichtig, manche Sklaven fangen möglicherweise eine Meuterei an!","Coloque um Capacete de Escravo em alguém que tenha sido eletrocutado com um Taser ou que esteja atordoado. Mas cuidado, alguns escravos podem se rebelar!",Collez un Collier d'esclave sur quelqu'un que vous venez d'électrocuter avec le Taser ou qui est simplement étourdi. Faites quand même attention : certains esclaves peuvent avoir des envies de mutinerie !,"Надень рабский шлем на жертву, оглушенную с помощью тазера или иным способом. Но осторожнее: рабы могут и восстать!",테이저 건으로 전기 충격을 받은 자에게 노예 헬멧을 씌우세요. 아니면 어지러울 수 있어요. 하지만 조심하세요. 일부 노예들이 저항할 수 있습니다.
OperateSlowly,"Your ""(Doing something)..."" bar fills much more slowly",,"Tu barra de ""(Haciendo algo)..."" se llena mucho más lento",减慢你的“（破解）...”进度条完成速度,Deine Leiste „(etwas tun)...“ füllt sich viel langsamer,"Sua barra de ""(Fazendo algo)..."" enche muito mais lentamente","Votre barre de ""(Truc à faire)..."" se remplit bien plus lentement",Полоска «(Делаю то-то и то-то...)» заполняется гораздо медленнее,"""(뭔가 하기)..."" 바가 훨씬 더 느리게 채워집니다."
RandomPeopleSecretHate,Random people will turn Hostile when they see you.  Law enforcement won't care if you retaliate.,,Personas al azar se volverán hostiles cuando te vean. A la policía no le importará si tomas represalias.,当别人看到你时，有人会随机变成敌对。执法人员不会介意你是否报复。,"Zufällige Personen werden feindselig, wenn sie dich sehen. Der Polizei ist es egal, wenn du zurückschlägst.",Pessoas aleatórias ficarão Hostis ao ver você. Autoridade policial não ligarão se você revidar.,Des personnes aléatoires deviennent Hostiles quand elles vous voient. Les forces de l'ordre ne se soucient pas de si vous ripostez.,"Люди случайным образом становятся враждебными при встрече. Правоохранители не обратят внимания, если ты будешь мстить.",랜덤 사람들이 당신을 만날 때 적대적으로 변할 것입니다. 법 집행 기관은 당신이 보복하는 것에 관심을 두지 않습니다.
ZombieSpit,"Hold [Special] to charge.  Hit a living person and Zombify them, and they'll become your follower.  Costs a bit of health.",,"Mantén presionado [Special] para cargar. Dispara a una persona viva para zombificarla, y se convertirá en tu seguidor. Cuesta un poco de salud.",按住 [Special] 充能。击中活人可以将他变成僵尸，成为你的信徒。需要消耗一点生命值。,"Halte [Special] zum Aufladen. Triff eine lebende Person und zombifiziere sie, dann wird sie zu deinem Anhänger. Kostet ein wenig Gesundheit.","Segure [Special] para carregar. Acerte uma pessoa viva e zumbifique ela, assim você ganhará seguidores. Gasta um pouco de sua energia.",Maintenez [Special] pour charger. Touchez une personne vivante pour la zombifier : elle deviendra alors un compagnon. Coûte un peu de santé.,"Удерживай [Special], чтобы зарядить. Попади в живого человека, и превратишь его в зомби — твоего последователя. Стоит немного здоровья.",[Special]을 눌러 충전합니다. 살아 있는 사람을 공격하여 좀비로 만들면 당신의 추종자가 됩니다. 약간의 헬스를 지불해야 합니다.
